"speciesFixed","category","kingdom","phylum","class","order","family","genus","total_obs","user_obs","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","y2017","Occurrence","species.ID","species.inat.ID","species.common","species.science","phylum.inat.ID","phylum.common","phylum.science","class.inat.ID","class.common","class.science","order.inat.ID","order.common","order.science","family.inat.ID","family.common","family.science","genus.inat.ID","genus.common","genus.science","kingdom.inat.ID","kingdom.common","kingdom.science"
"Phanerodon furcatus","Fish","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Phanerodon",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Present","180679","180679","White surfperch","Phanerodon furcatus","2","Chordates","Chordata","47178","Ray-finned Fishes","Actinopterygii","47233","Perch-like Fishes","Perciformes","63687","Surfperches","Embiotocidae","90985","Surfperches","Phanerodon",1,"Animals","Animalia"
"Phascolosoma agassizii","Invertebrate","Animalia","Sipuncula","Phascolosomatidea","Phascolosomatiformes","Phascolosomatidae","Phascolosoma",4,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,"Present","124088","124088","Pacific Peanut Worm","Phascolosoma agassizii","48665","Peanut Worms","Sipuncula","152122","Peanut Worms","Phascolosomatidea","152206","Peanut Worms","Phascolosomatiformes","69871","Peanut Worms","Phascolosomatidae","69872","Peanut Worms","Phascolosoma",1,"Animals","Animalia"
"Phascolosoma agassizii","Invertebrate","Animalia","Sipuncula","Phascolosomatidea","Phascolosomatiformes","Phascolosomatidae","Phascolosoma",4,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,"Present","124088","124088","Pacific Peanut Worm","Phascolosoma agassizii","48665","Peanut Worms","Sipuncula","152122","Peanut Worms","Phascolosomatidea","152206","Peanut Worms","Phascolosomatiformes","69871","Peanut Worms","Phascolosomatidae","69872","Peanut Worms","Phascolosoma",1,"Animals","Animalia"
"Phasianus colchicus","Bird","Animalia","Chordata","Aves","Galliformes","Phasianidae","Phasianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","4735","4735","Ring-necked Pheasant","Phasianus colchicus","2","Chordates","Chordata","3","Birds","Aves","573","Landfowl","Galliformes","574","Pheasants, Grouse, and Allies","Phasianidae","980","Green Pheasant","Phasianus",1,"Animals","Animalia"
"Phellinus gilvus","Fungi","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Phellinus",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"557704","557704","Fungi including lichens","Phellinus gilvus","47169","Fungi including lichens","Basidiomycota","50814","Agaricomycetes","Agaricomycetes","57519","Agaricomycetes","Hymenochaetales","57518","Agaricomycetes","Hymenochaetaceae","118087","Agaricomycetes","Phellinus",47170,"Fungi including lichens","Fungi"
"Pheucticus ludovicianus","Bird","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Pheucticus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","4119","4119","Rose-breasted Grosbeak","Pheucticus ludovicianus","2","Chordates","Chordata","3","Birds","Aves","7251","Perching Birds","Passeriformes","71305","Cardinals and Allies","Cardinalidae","10269","Cardinals and Allies","Pheucticus",1,"Animals","Animalia"
"Pheucticus melanocephalus","Bird","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Pheucticus",3,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"Present","225644","225644","Black-headed Grosbeak","Pheucticus melanocephalus","2","Chordates","Chordata","3","Birds","Aves","7251","Perching Birds","Passeriformes","71305","Cardinals and Allies","Cardinalidae","10269","Cardinals and Allies","Pheucticus",1,"Animals","Animalia"
"Phidiana hiltoni","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Facelinidae","Phidiana",31,15,1,4,2,1,3,16,1,0,0,1,2,0,0,0,0,1,0,0,2,5,5,17,1,"Present","641693","641693","Hilton's Aeolid","Phidiana hiltoni","47115","Mollusks","Mollusca","47114","Gastropods","Gastropoda","47113","Nudibranchs","Nudibranchia","47211","Nudibranchs","Facelinidae","48725","Nudibranchs","Phidiana",1,"Animals","Animalia"
"Phidippus johnsoni","Invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Phidippus",4,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,NA,"302220","302220","Johnson's Jumper","Phidippus johnsoni","47120","Arthropods","Arthropoda","47119","Arachnids","Arachnida","47118","Spiders","Araneae","48139","Jumping Spiders","Salticidae","53810","Jumping Spiders","Phidippus",1,"Animals","Animalia"
"Philine","Invertebrate","Animalia","Mollusca","Gastropoda","Cephalaspidea","Philinidae","Philine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","482663","482663","Lobe Shell","Philine denticulata","47115","Mollusks","Mollusca","47114","Gastropods","Gastropoda","49784","Headshield Slugs","Cephalaspidea","49852","New Zealand Sea-Slug","Philinidae","90224","New Zealand Sea-Slug","Philine",1,"Animals","Animalia"
"Phleum alpinum","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Phleum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","421453","421453","Alpine Timothy","Phleum alpinum","47125","Flowering plants","Magnoliophyta","47163","Monocots","Liliopsida","47162","Grasses and allies","Poales","47434","Grasses","Poaceae","57193","Timothies","Phleum",47126,"Plants","Plantae"
"Phoca vitulina","Mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Phoca",48,33,6,3,7,14,4,6,2,1,3,1,1,0,0,0,0,0,0,3,3,10,8,13,11,"Present","3238907","3238907","Harbor Seal","Phoca vitulina","2","Chordates","Chordata","40151","Mammals","Mammalia","41573","Carnivorans","Carnivora","41687","True Seals","Phocidae","41707","Pacific Common Seal","Phoca",1,"Animals","Animalia"
"Phocitremoides ovale","Invertebrate","Animalia","Platyhelminthes","Trematoda","Plagiorchiida","Heterophyidae","Phocitremoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","339182","339182","Animals","Phocitremoides ovale","52319","Flatworms","Platyhelminthes","121726","Flatworms","Trematoda","152802","Flatworms","Opisthorchiida","209087","Flatworms","Heterophyidae","339215","Flatworms","Phocitremoides",1,"Animals","Animalia"
"Phocoena phocoena","Mammal","Animalia","Chordata","Mammalia","Cetacea","Phocoenidae","Phocoena",7,7,2,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,3,1,1,"Present","23665","23665","Harbor Porpoise","Phocoena phocoena","2","Chordates","Chordata","40151","Mammals","Mammalia","152871","Whales, Dolphins, and Porpoises","Cetacea","41437","Porpoises","Phocoenidae","41438","Black Sea Harbour Porpoise","Phocoena",1,"Animals","Animalia"
"Phocoenoides dalli","Mammal","Animalia","Chordata","Mammalia","Cetacea","Phocoenidae","Phocoenoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","22752","22752","Dall's Porpoise","Phocoenoides dalli","2","Chordates","Chordata","40151","Mammals","Mammalia","152871","Whales, Dolphins, and Porpoises","Cetacea","41437","Porpoises","Phocoenidae","41445","Porpoises","Phocoenoides",1,"Animals","Animalia"
"Phoebastria immutabilis","Bird","Animalia","Chordata","Aves","Procellariiformes","Diomedeidae","Phoebastria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably Present","7917","7917","Laysan Albatross","Phoebastria immutabilis","2","Chordates","Chordata","3","Birds","Aves","67565","Tubenoses","Procellariiformes","67526","Albatrosses","Diomedeidae","4140","North Pacific Albatrosses","Phoebastria",1,"Animals","Animalia"
"Phoebastria nigripes","Bird","Animalia","Chordata","Aves","Procellariiformes","Diomedeidae","Phoebastria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably Present","194030","194030","Black-footed Albatross","Phoebastria nigripes","2","Chordates","Chordata","3","Birds","Aves","67565","Tubenoses","Procellariiformes","67526","Albatrosses","Diomedeidae","4140","North Pacific Albatrosses","Phoebastria",1,"Animals","Animalia"
"Phoenix canariensis","Plant","Plantae","Magnoliophyta","Liliopsida","Arecales","Arecaceae","Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","108564","108564","Canary Island palm","Phoenix canariensis","47125","Flowering plants","Magnoliophyta","47163","Monocots","Liliopsida","48866","Palms and Allies","Arecales","48867","Palms","Arecaceae","72295","Date Palms","Phoenix",47126,"Plants","Plantae"
"Pholis ornata","Fish","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Present","20585","20585","Saddled Blenny","Pholis ornata","2","Chordates","Chordata","47178","Ray-finned Fishes","Actinopterygii","47233","Perch-like Fishes","Perciformes","62607","Gunnels","Pholidae","62608","Gunnels","Pholis",1,"Animals","Animalia"
"Pholistoma auritum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Pholistoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","9171","9171","Fiesta Flower","Pholistoma auritum","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","523723","Dicots","Boraginales","48150","Borage family","Boraginaceae","55438","Borage family","Pholistoma",47126,"Plants","Plantae"
"Pholoe minuta","Invertebrate","Animalia","Annelida","Polychaeta","Phyllodocida","Pholoidae","Pholoe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","339285","339285","Animals","Pholoe minuta","47491","Annelids","Annelida","47490","Polychaetes","Polychaeta","67314","Polychaetes","Phyllodocida","339319","Polychaetes","Pholoidae","339320","Polychaetes","Pholoe",1,"Animals","Animalia"
"Phormium tenax","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Asphodelaceae","Phormium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","3977","3977","New Zealand flax","Phormium tenax","47125","Flowering plants","Magnoliophyta","47163","Monocots","Liliopsida","47218","Agaves and allies","Asparagales","71400","Asphodels","Asphodelaceae","51756","New Zealand flax species","Phormium",47126,"Plants","Plantae"
"Photis brevipes","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Isaeidae","Photis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","295828","295828","Animals","Photis brevipes","47120","Arthropods","Arthropoda","47187","Malacostracans","Malacostraca","47628","Amphipods","Amphipoda","245460","Amphipods","Photidae","248680","Amphipods","Photis",1,"Animals","Animalia"
"Photis californica","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Isaeidae","Photis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","295829","295829","Animals","Photis californica","47120","Arthropods","Arthropoda","47187","Malacostracans","Malacostraca","47628","Amphipods","Amphipoda","245460","Amphipods","Photidae","248680","Amphipods","Photis",1,"Animals","Animalia"
"Phragmatopoma californica","Invertebrate","Animalia","Annelida","Polychaeta","Sabellida","Sabellariidae","Phragmatopoma",9,6,0,0,4,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,5,0,3,0,"Present","13395","13395","Sandcastle Worm","Phragmatopoma californica","47491","Annelids","Annelida","47490","Polychaetes","Polychaeta","152937","Polychaetes","Sabellida","59643","Polychaetes","Sabellariidae","59636","Polychaetes","Phragmatopoma",1,"Animals","Animalia"
"Phryganeidae","Invertebrate","Animalia","Arthropoda","Insecta","Trichoptera","Phryganeidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"47120","Arthropods","Arthropoda","47158","Insects","Insecta","62164","Caddisflies","Trichoptera","901689","Giant Casemaker Caddisflies","Phryganeidae","176548","Caddisflies","Oligotricha",1,"Animals","Animalia"
"Phryganidia californica","Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Phryganidia",2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,"190444","190444","California Oak Moth","Phryganidia californica","47120","Arthropods","Arthropoda","47158","Insects","Insecta","47157","Butterflies and Moths","Lepidoptera","47718","Prominent Moths","Notodontidae","83959","Prominent Moths","Phryganidia",1,"Animals","Animalia"
"Phrynosoma coronatum","Herp","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Phrynosoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","30486","30486","Coast Horned Lizard","Phrynosoma coronatum","2","Chordates","Chordata","26036","Reptiles","Reptilia","26172","Lizards and Snakes","Squamata","36074","Phrynosomatid Lizards","Phrynosomatidae","36299","Horned Lizards","Phrynosoma",1,"Animals","Animalia"
"Phyciodes mylitta","Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Phyciodes",17,10,1,1,3,1,1,2,3,0,4,1,0,0,0,0,0,0,0,1,0,4,5,5,2,"Present","878781","878781","Mylitta Crescent","Phyciodes mylitta","47120","Arthropods","Arthropoda","47158","Insects","Insecta","47157","Butterflies and Moths","Lepidoptera","47922","Brush-footed Butterflies","Nymphalidae","52924","Crescents","Phyciodes",1,"Animals","Animalia"
"Phyciodes pulchella","Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Phyciodes",16,12,0,0,1,2,2,2,0,3,5,1,0,0,0,0,0,0,0,1,2,5,3,5,0,NA,"54410","54410","Field Crescent","Phyciodes pulchella","47120","Arthropods","Arthropoda","47158","Insects","Insecta","47157","Butterflies and Moths","Lepidoptera","47922","Brush-footed Butterflies","Nymphalidae","52924","Crescents","Phyciodes",1,"Animals","Animalia"
"Phyciodes pulchella","Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Phyciodes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","54410","54410","Field Crescent","Phyciodes pulchella","47120","Arthropods","Arthropoda","47158","Insects","Insecta","47157","Butterflies and Moths","Lepidoptera","47922","Brush-footed Butterflies","Nymphalidae","52924","Crescents","Phyciodes",1,"Animals","Animalia"
"Phyla nodiflora","Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Verbenaceae","Phyla",2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"Present","3451833","3451833","Round-leaved Frogfruit","Phyla nodiflora","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","48151","Dicots","Lamiales","49194","Verbena Family","Verbenaceae","59041","Frogfruit","Phyla",47126,"Plants","Plantae"
"Phyllodoce longipes","Invertebrate","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Phyllodoce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","339278","339278","Animals","Phyllodoce longipes","47491","Annelids","Annelida","47490","Polychaetes","Polychaeta","67314","Polychaetes","Phyllodocida","195011","Polychaetes","Phyllodocidae","339338","Polychaetes","Phyllodoce",1,"Animals","Animalia"
"Phyllodoce williamsi","Invertebrate","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Phyllodoce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","339284","339284","Animals","Phyllodoce williamsi","47491","Annelids","Annelida","47490","Polychaetes","Polychaeta","67314","Polychaetes","Phyllodocida","195011","Polychaetes","Phyllodocidae","339338","Polychaetes","Phyllodoce",1,"Animals","Animalia"
"Phylloscopus fuscatus","Bird","Animalia","Chordata","Aves","Passeriformes","Phylloscopidae","Phylloscopus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","77155","77155","Dusky Warbler","Phylloscopus fuscatus","2","Chordates","Chordata","3","Birds","Aves","7251","Perching Birds","Passeriformes","200982","Leaf-Warblers","Phylloscopidae","71737","Leaf Warblers","Phylloscopus",1,"Animals","Animalia"
"Phyllospadix scouleri","Plant","Plantae","Magnoliophyta","Liliopsida","Alismatales","Zosteraceae","Phyllospadix",4,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,"Present","130565","130565","Scouler's Surf Grass","Phyllospadix scouleri","47125","Flowering plants","Magnoliophyta","47163","Monocots","Liliopsida","48073","Water plantain and allies","Alismatales","52615","Water plantain and allies","Zosteraceae","72297","Seagrass or surfgrass","Phyllospadix",47126,"Plants","Plantae"
"Phyllospadix torreyi","Plant","Plantae","Magnoliophyta","Liliopsida","Alismatales","Zosteraceae","Phyllospadix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","239570","239570","Surf Grass","Phyllospadix torreyi","47125","Flowering plants","Magnoliophyta","47163","Monocots","Liliopsida","48073","Water plantain and allies","Alismatales","52615","Water plantain and allies","Zosteraceae","72297","Seagrass or surfgrass","Phyllospadix",47126,"Plants","Plantae"
"Phyllotopsis nidulans","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Porotheleaceae","Phyllotopsis",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,"4692","4692","Mock Oyster Mushroom","Phyllotopsis nidulans","47169","Mock Oyster Mushroom","Basidiomycota","50814","Agaricomycetes","Agaricomycetes","47167","Gilled mushrooms","Agaricales","416511","Gilled mushrooms","Porotheleaceae","52530","Gilled mushrooms","Phyllotopsis",47170,"Fungi including lichens","Fungi"
"Physa","Invertebrate","Plantae",NA,NA,NA,NA,"Physa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","228035","228035","Vernal Physa","Physa vernalis","47115","Mollusks","Mollusca","47114","Gastropods","Gastropoda","61771","Pulmonates","Basommatophora","85989","Bladder Snails","Physidae","704083","Pewter Physa","Physa",47126,"Plants","Plantae"
"Physarum globuliferum","Microbe","Protozoa","Mycetozoa","Myxomycetes","Physarales","Physaraceae","Physarum",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"5319616","5319616","Protozoans","Physarum globuliferum","47685","Slime Molds","Mycetozoa","47684","Slime Molds","Myxomycetes","55484","Slime Molds","Physarales","55485","Slime Molds","Physaraceae","68858","Slime Molds","Physarum",47686,"Protozoans","Protozoa"
"Physcia adscendens","Fungi","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Physciaceae","Physcia",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Present","241597","241597","Hooded Rosette Lichen","Physcia adscendens","48250","Sac fungi","Ascomycota","54743","Sac fungi","Lecanoromycetes","48327","Sac fungi","Lecanorales","60717","Sac fungi","Physciaceae","117887","Rosette Lichens","Physcia",47170,"Fungi including lichens","Fungi"
"Physcia millegrana","Fungi","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Physciaceae","Physcia",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,"3026681","3026681","Fungi including lichens","Physcia millegrana","48250","Sac fungi","Ascomycota","54743","Sac fungi","Lecanoromycetes","48327","Sac fungi","Lecanorales","60717","Sac fungi","Physciaceae","117887","Rosette Lichens","Physcia",47170,"Fungi including lichens","Fungi"
"Physcia subtilis","Fungi","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Physciaceae","Physcia",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,"3199179","3199179","Rosette Lichen","Physcia subtilis","48250","Sac fungi","Ascomycota","54743","Sac fungi","Lecanoromycetes","48327","Sac fungi","Lecanorales","60717","Sac fungi","Physciaceae","117887","Rosette Lichens","Physcia",47170,"Fungi including lichens","Fungi"
"Physcia tribacia","Fungi","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Physciaceae","Physcia",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,"636525","636525","Beaded Rosette Lichen","Physcia tribacia","48250","Sac fungi","Ascomycota","54743","Sac fungi","Lecanoromycetes","48327","Sac fungi","Lecanorales","60717","Sac fungi","Physciaceae","117887","Rosette Lichens","Physcia",47170,"Fungi including lichens","Fungi"
"Physconia isidiigera","Fungi","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Physciaceae","Physconia",2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NA,"305051","305051","Fungi including lichens","Physconia isidiigera","48250","Sac fungi","Ascomycota","54743","Sac fungi","Lecanoromycetes","48327","Sac fungi","Lecanorales","60717","Sac fungi","Physciaceae","175433","Frosted Lichens","Physconia",47170,"Fungi including lichens","Fungi"
"Physella","Invertebrate","Animalia","Mollusca","Gastropoda","Pulmonata","Physidae","Physella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","109492","109492","Cave Physa","Physella zionis","47115","Mollusks","Mollusca","47114","Gastropods","Gastropoda","61771","Pulmonates","Basommatophora","85989","Bladder Snails","Physidae","136724","Banff Springs Snail","Physella",1,"Animals","Animalia"
"Physeter macrocephalus","Mammal","Animalia","Chordata","Mammalia","Cetacea","Physeteridae","Physeter",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,"7410774","7410774","Sperm Whale","Physeter macrocephalus","2","Chordates","Chordata","40151","Mammals","Mammalia","152871","Whales, Dolphins, and Porpoises","Cetacea","41434","Sperm Whales","Physeteridae","41435","Sperm Whales","Physeter",1,"Animals","Animalia"
"Physocarpus capitatus","Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Physocarpus",2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"Unconfirmed","11840","11840","Pacific ninebark","Physocarpus capitatus","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","47132","Roses and allies","Rosales","47148","Rose family","Rosaceae","57251","Ninebark","Physocarpus",47126,"Plants","Plantae"
"Phytolacca americana","Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Phytolaccaceae","Phytolacca",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,"911","911","American pokeweed","Phytolacca americana","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","47366","Dicots","Caryophyllales","48600","Dicots","Phytolaccaceae","48601","Dicots","Phytolacca",47126,"Plants","Plantae"
"Pica nuttalli","Bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Pica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","5781","5781","Yellow-billed Magpie","Pica nuttalli","2","Chordates","Chordata","3","Birds","Aves","7251","Perching Birds","Passeriformes","7823","Crows, Jays, and Magpies","Corvidae","8318","Typical Magpies","Pica",1,"Animals","Animalia"
"Pickeringia montana","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Pickeringia",6,6,0,0,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,2,0,"Present","11729","11729","Chaparral pea","Pickeringia montana","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","47123","Legumes and allies","Fabales","47122","Legumes","Fabaceae","57072","Legumes","Pickeringia",47126,"Plants","Plantae"
"Picoides albolarvatus","Bird","Animalia","Chordata","Aves","Piciformes","Picidae","Picoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","17751","17751","White-headed Woodpecker","Picoides albolarvatus","2","Chordates","Chordata","3","Birds","Aves","17550","Woodpeckers and Allies","Piciformes","17599","Woodpeckers","Picidae","17637","Woodpeckers","Picoides",1,"Animals","Animalia"
"Picoides nuttallii","Bird","Animalia","Chordata","Aves","Piciformes","Picidae","Picoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","1273","1273","Nuttall's Woodpecker","Picoides nuttallii","2","Chordates","Chordata","3","Birds","Aves","17550","Woodpeckers and Allies","Piciformes","17599","Woodpeckers","Picidae","17637","Woodpeckers","Picoides",1,"Animals","Animalia"
"Picoides pubescens","Bird","Animalia","Chordata","Aves","Piciformes","Picidae","Picoides",4,4,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,"Present","6407176","6407176","Downy Woodpecker","Picoides pubescens","2","Chordates","Chordata","3","Birds","Aves","17550","Woodpeckers and Allies","Piciformes","17599","Woodpeckers","Picidae","17637","Woodpeckers","Picoides",1,"Animals","Animalia"
"Picoides villosus","Bird","Animalia","Chordata","Aves","Piciformes","Picidae","Picoides",3,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,"Present","1275","1275","Hairy Woodpecker","Picoides villosus","2","Chordates","Chordata","3","Birds","Aves","17550","Woodpeckers and Allies","Piciformes","17599","Woodpeckers","Picidae","17637","Woodpeckers","Picoides",1,"Animals","Animalia"
"Pieris marginalis","Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris",14,12,1,1,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,6,NA,"49502","49502","Margined White","Pieris marginalis","47120","Arthropods","Arthropoda","47158","Insects","Insecta","47157","Butterflies and Moths","Lepidoptera","48508","Whites, Yellows and Sulphurs","Pieridae","55690","Garden Whites","Pieris",1,"Animals","Animalia"
