"speciesFixed","category","kingdom","phylum","class","order","family","genus","total_obs","user_obs","original.inat.taxonID","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","y2017","Common.Names","Occurrence","speciesTidy","matched.inat.ID","taxizeName","scrapediNatName"
"Synthliboramphus antiquus","Bird","Animalia","Chordata","Aves","Charadriiformes","Alcidae","Synthliboramphus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ancient Murrelet","Present","Synthliboramphus antiquus","4561",NA,NA
"Syntrichia ruralis","Plant","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Syntrichia",1,1,244075,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
"Syringa vulgaris","Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Syringa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common lilac","Unconfirmed","Syringa vulgaris","83072",NA,NA
"Syrmatium junceum","Plant","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Syrmatium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Unconfirmed","Lotus biolettii",NA,"Syrmatium junceum",NA
"Syrphidae","Invertebrate","Animalia","Arthropoda","Insecta","Diptera","Syrphidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"syrphid flies","Present","Syrphidae","49995",NA,"Syrphidae"
"Syzygium paniculatum","Plant","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Myrtaceae","Syzygium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"brush cherry","Unconfirmed","Syzygium paniculatum","181899","Syzygium paniculatum","Syzygium paniculatum"
"Tabanidae","Invertebrate","Animalia","Arthropoda","Insecta","Diptera","Tabanidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clegs, deer flies, horse flies","Present","Tabanidae","47821",NA,"Tabanidae"
"Tabellaria","Invertebrate","Chromista","Ochrophyta","Bacillariophyceae","Tabellariales","Tabellariaceae","Tabellaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Tabellaria","339303","Tabellaria","Tabellaria"
"Tachycineta bicolor","Bird","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta",6,5,11935,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,"Tree Swallow","Present","Tachycineta bicolor","11935",NA,NA
"Tachycineta thalassina","Bird","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta",5,4,11931,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,"Violet-green Swallow","Present","Tachycineta thalassina","11931",NA,NA
"Tadarida brasiliensis","Mammal","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Tadarida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazilian free-tailed bat","Present","Tadarida brasiliensis","41301",NA,NA
"Taeniatherum caput-medusae","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Taeniatherum",1,1,169522,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Tagelus californianus","Invertebrate","Animalia","Mollusca","Bivalvia","Veneroida","Solecurtidae","Tagelus",1,1,179528,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Tamalia coweni","Invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Aphididae","Tamalia",1,1,49046,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Tamarix pentandra","Plant","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Tamaricaceae","Tamarix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Probably Present","Tamarix pentandra",NA,"Tamarix pentandra",NA
"Tamias merriami","Mammal","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Tamias",1,1,46230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Merriam's chipmunk","Present","Tamias merriami","46230",NA,NA
"Tamias sonomae","Mammal","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Tamias",5,5,46220,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,2,0,2,0,1,0,"Sonoma chipmunk","Present","Tamias sonomae","46220",NA,NA
"Tanacetum bipinnatum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Tanacetum",22,20,79314,0,1,4,4,0,0,0,9,2,2,0,0,0,0,0,0,0,0,11,3,2,3,3,"camphor tansy","Present","Tanacetum camphoratum","79314","Tanacetum bipinnatum",NA
"Tanacetum parthenium","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Tanacetum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"feverfew","Unconfirmed","Tanacetum parthenium","54520",NA,NA
"Tanypodinae","Invertebrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Tanypodinae","130031",NA,"Tanypodinae"
"Tapinoma sessile","Invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Tapinoma",1,1,47340,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
"Taraxacum campylodes","Plant","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Taraxacum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Common dandelion","Present","Taraxacum vulgare",NA,"Taraxacum campylodes",NA
"Taraxacum officinale","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Taraxacum",3,3,47602,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"blowball, common dandelion, dandelion, faceclock","Present","Taraxacum officinale","47602",NA,NA
"Taraxia ovata","Plant","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Taraxia",29,25,68182,0,5,14,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,3,8,11,"goldeneggs","Present","Taraxia ovata","68182",NA,NA
"Taricha granulosa","Herp","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Taricha",30,24,27826,1,3,5,2,1,8,0,1,0,5,1,3,0,0,0,0,1,1,2,11,3,12,0,"Rough-skinned Newt","Present","Taricha granulosa","27826",NA,NA
"Taricha torosa","Herp","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Taricha",26,16,27818,4,2,17,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,16,0,3,4,"California newt","Present","Taricha torosa","27818",NA,NA
"Tauschia kelloggii","Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Tauschia",2,2,56845,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Kellogg's umbrellawort","Unconfirmed","Tauschia kelloggii","56845",NA,NA
"Taxidea taxus","Mammal","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Taxidea",2,2,41789,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"badger","Present","Taxidea taxus","41789",NA,NA
"Taxus baccata","Plant","Plantae","Pinophyta","Pinopsida","Pinales","Taxaceae","Taxus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English yew, European yew","Unconfirmed","Taxus baccata","47553",NA,NA
"Taxus brevifolia","Plant","Plantae","Pinophyta","Pinopsida","Pinales","Taxaceae","Taxus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pacific yew","Unconfirmed","Taxus brevifolia","55209",NA,NA
"Tealia","Invertebrate","Metazoa","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Tealia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Tealia",NA,"Tealia",NA
"Tegula brunnea","Invertebrate","Animalia","Mollusca","Gastropoda","Archaeogastropoda","Trochidae","Tegula",13,8,490478,0,2,0,0,1,8,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,1,"brown turban snail","Present","Tegula brunnea","490478",NA,NA
"Tegula funebralis","Invertebrate","Animalia","Mollusca","Gastropoda","Archaeogastropoda","Trochidae","Tegula",24,20,460365,1,1,6,0,0,6,4,3,1,1,1,0,0,0,0,0,1,1,3,5,2,12,0,"black turban snail","Present","Tegula funebralis","460365",NA,NA
"Tellima grandiflora","Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Tellima",18,15,51655,0,0,5,7,2,3,0,0,1,0,0,0,0,0,0,0,0,1,1,4,3,4,5,"bigflower tellima","Present","Tellima grandiflora","51655",NA,NA
"Tellina bodegensis","Invertebrate","Animalia","Mollusca","Bivalvia","Cardiida","Tellinidae","Tellina",2,1,326189,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA
"Tellina modesta","Invertebrate","Animalia","Mollusca","Bivalvia","Veneroida","Tellinidae","Tellina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Tellina modesta","339136",NA,"Tellina modesta"
"Tellina nuculoides","Invertebrate","Animalia","Mollusca","Bivalvia","Cardiida","Tellinidae","Tellina",1,1,339135,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Teloschistes chrysophthalmus","Fungi","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Teloschistes",8,4,55553,0,1,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,6,0,NA,NA,NA,NA,NA,NA
"Teloschistes flavicans","Fungi","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Teloschistes",16,4,57807,2,1,0,0,0,0,4,6,0,0,2,1,0,0,0,0,0,0,0,0,1,15,0,"","Present","Teloschistes flavicans","57807",NA,NA
"Tenellia flavovulta","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Fionidae","Tenellia",4,3,521159,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,NA,NA,NA,NA,NA,NA
"Tenellia fulgens","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Fionidae","Tenellia",1,1,521161,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Tessellana tessellata","Invertebrate","Animalia","Arthropoda","Insecta","Orthoptera","Tettigoniidae","Tessellana",1,1,318470,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Tetraclita rubescens","Invertebrate","Animalia","Arthropoda","","Sessilia","Tetraclitidae","Tetraclita",10,5,121682,0,0,5,0,0,2,1,0,0,0,2,0,0,0,0,0,0,1,0,4,1,3,1,"","Present","Tetraclita rubescens","121682",NA,NA
"Tetragonia tetragonioides","Plant","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Aizoaceae","Tetragonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Zealand spinach, New Zealand-spinach","Present","Tetragonia tetragonioides",NA,"Tetragonia tetragonioides",NA
"Tetragonia tetragonoides","Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Aizoaceae","Tetragonia",23,18,418653,3,1,1,2,1,0,1,13,1,0,0,0,0,0,0,0,0,1,12,3,3,4,0,NA,NA,NA,NA,NA,NA
"Tetrapteron graciliflorum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Tetrapteron",1,1,79338,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Teucrium fruticans","Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Teucrium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shrubby germander","Present","Teucrium fruticans","181666",NA,NA
"Thalasseus elegans","Bird","Animalia","Chordata","Aves","Charadriiformes","Laridae","Thalasseus",4,3,144542,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,"Elegant Tern","Present","Thalasseus elegans","144542",NA,NA
"Thalasseus maximus","Bird","Animalia","Chordata","Aves","Charadriiformes","Laridae","Thalasseus",1,1,144539,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Royal Tern","Not In Park","Sterna maxima","144539","Thalasseus maximus",NA
"Thalassionema","Microbe","Chromista","Ochrophyta","Bacillariophyceae","Thalassionematales","Thalassionemataceae","Thalassionema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Thalassionema","203660","Thalassionema","Thalassionema"
"Thalassiosira","Microbe","Chromista","Ochrophyta","Bacillariophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Thalassiosira","341617","Thalassiosira","Thalassiosira"
"Thalictrum fendleri","Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Thalictrum",9,6,53299,0,0,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,2,0,"Fendler's meadow-rue","Unconfirmed","Thalictrum fendleri","53299",NA,NA
"Thalictrum polycarpum","Plant","Viridiplantae","Streptophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Thalictrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Unconfirmed","Thalictrum polycarpum",NA,"Thalictrum polycarpum",NA
"Thamnophis atratus","Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis",7,7,28419,1,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,2,0,"Aquatic Garter Snake, Santa Cruz Garter Snake, Western Aquatic Garter Snake","Present","Thamnophis atratus","28418",NA,NA
"Thamnophis couchii","Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Couch's Garter Snake, Sierra Garter Snake","Present","Thamnophis couchii","28425",NA,NA
"Thamnophis elegans","Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis",37,20,28398,0,1,9,7,3,6,2,4,2,2,0,1,0,0,0,1,6,2,6,7,4,11,0,"Coast Garter Snake","Present","Thamnophis elegans","28398",NA,NA
"Thamnophis sirtalis","Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis",1,1,49998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"common garter snake","Present","Thamnophis sirtalis","28362",NA,NA
"Tharyx parvus","Invertebrate","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Tharyx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Tharyx parvus","345023","Tharyx parvus","Tharyx parvus"
"Thelepus crispus","Invertebrate","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Thelepus",2,2,117582,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA
"Thelomma mammosum","Fungi","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Caliciaceae","Thelomma",4,2,146938,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA
"Thelomma occidentale","Fungi","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Caliciaceae","Thelomma",1,1,203081,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Themiste pyroides","Invertebrate","Animalia","Sipuncula","Sipunculidea","Golfingiiformes","Themistidae","Themiste",3,3,48666,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,NA,NA,NA,NA,NA,NA
"Theora lubrica","Invertebrate","Animalia","Mollusca","Bivalvia","Veneroida","Semelidae","Theora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asian semele","Present","Theora lubrica","345019","Theora lubrica","Theora lubrica"
"Thermopsis californica","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Thermopsis",2,2,61181,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA
"Thermopsis macrophylla","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Thermopsis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santa Inez goldenbanner","Unconfirmed","Thermopsis macrophylla","61838",NA,NA
"Thetys vagina","Invertebrate","Animalia","Chordata","Thaliacea","Salpida","Salpidae","Thetys",1,1,133222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Thinopyrum elongatum","Plant","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Thinopyrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Elymus ponticus","76802","Thinopyrum elongatum","Elymus ponticus"
"Thomomys bottae","Mammal","Animalia","Chordata","Mammalia","Rodentia","Geomyidae","Thomomys",9,7,44062,0,0,1,3,0,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,5,0,3,"Botta's pocket gopher","Present","Thomomys bottae","44062",NA,NA
"Thryomanes bewickii","Bird","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Thryomanes",20,10,7576,2,2,4,5,0,2,0,1,1,2,0,1,0,0,0,0,0,1,5,2,4,4,4,"Bewick's Wren","Present","Thryomanes bewickii","7576",NA,NA
"Thysanocarpus curvipes","Plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Thysanocarpus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lacepod mustard, sand fringepod, sand lacepod","Present","Thysanocarpus curvipes","58088",NA,NA
"Timema poppensis","Invertebrate","Animalia","Arthropoda","Insecta","Phasmida","Timematidae","Timema",1,1,84929,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Tomopteris","Invertebrate","Animalia","Annelida","Polychaeta","Phyllodocida","Tomopteridae","Tomopteris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Tomopteris","194976","Tomopteris","Tomopteris"
"Tonicella lineata","Invertebrate","Animalia","Mollusca","Polyplacophora","Chitonida","Tonicellidae","Tonicella",9,5,47425,0,1,1,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,3,2,3,0,"","Present","Tonicella lineata","47425",NA,NA
"Tonicella lokii","Invertebrate","Animalia","Mollusca","Polyplacophora","Chitonida","Tonicellidae","Tonicella",9,4,50886,0,1,0,0,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6,0,NA,NA,NA,NA,NA,NA
"Torilis arvensis","Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Torilis",2,2,56846,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"Canada hedgeparsley, hedge parsley, hedgeparsley, spreading hedgeparsley","Present","Torilis arvensis","56846",NA,NA
"Torilis nodosa","Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Torilis",1,1,53304,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"knotted hedgeparsley, knotted hedge-parsley","Present","Torilis nodosa","53304",NA,NA
"Torpedo californica","Fish","Animalia","Chordata","Chondrichthyes","Torpediniformes","Narcinidae","Torpedo",1,1,114239,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Pacific electric ray","Probably Present","Torpedo californica","114239",NA,NA
"Torrenticola","Spider/Scorpion","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Podostemaceae","Torrenticola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Torrenticola","249967","Torrenticola","Torrenticola"
"Torreya californica","Plant","Plantae","Pinophyta","Pinopsida","Pinales","Taxaceae","Torreya",2,2,55193,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,"California nutmeg","Present","Torreya californica","55193",NA,NA
"Torreyochloa pallida","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Torreyochloa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pale false mannagrass","Present","Torreyochloa pallida","79374",NA,NA
"Tortanus","Invertebrate","Animalia","Arthropoda","Maxillopoda","Calanoida","Tortanidae","Tortanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Tortanus","345014","Tortanus","Tortanus"
"Toxicodendron diversilobum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Anacardiaceae","Toxicodendron",79,59,51080,1,2,17,14,10,9,3,5,12,1,1,4,1,0,0,1,0,2,7,20,17,21,10,"Pacific poison oak","Present","Toxicodendron diversilobum","51080",NA,NA
"Toxicoscordion fontanum","Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Melanthiaceae","Toxicoscordion",3,2,61194,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,NA,NA,NA,NA,NA,NA
"Toxicoscordion fremontii","Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Melanthiaceae","Toxicoscordion",44,31,49649,0,11,19,14,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,5,6,9,17,"Fremont's deathcamas","Present","Toxicoscordion fremontii","49649",NA,NA
"Toxostoma redivivum","Bird","Animalia","Chordata","Aves","Passeriformes","Mimidae","Toxostoma",13,7,14906,1,0,1,4,0,2,1,0,1,1,2,0,0,0,0,0,0,1,4,2,3,0,3,"California Thrasher","Present","Toxostoma redivivum","14906",NA,NA
"Trachemys scripta","Herp","Animalia","Chordata","Reptilia","Testudines","Emydidae","Trachemys",1,1,51271,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Common Slider, Pond Slider, slider","Present","Trachemys scripta","39782",NA,NA
"Trachipteridae","Fish","Animalia","Chordata","Actinopterygii","Lampriformes","Trachipteridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ribbonfishes","","Trachipteridae","86108",NA,"Trachipteridae"
"Trachurus symmetricus","Fish","Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Trachurus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jack mackerel","Present","Trachurus symmetricus","114274",NA,NA
"Trachymela sloanei","Invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Trachymela",2,2,208608,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA
"Tradescantia fluminensis","Plant","Plantae","Magnoliophyta","Liliopsida","Commelinales","Commelinaceae","Tradescantia",1,1,79382,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"smallleaf spiderwort, small-leaf spiderwort, white-flowered wandering Jew","Present","Tradescantia fluminensis","79382",NA,NA
"Tragopogon dubius","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Tragopogon",2,2,54143,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA
"Tragopogon porrifolius","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Tragopogon",4,4,54141,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,"common salsify, goatsbeard, purple salsify, salsify","Present","Tragopogon porrifolius","54141",NA,NA
"Trametes versicolor","Fungi","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Trametes",13,13,54134,2,1,1,1,1,0,0,0,2,2,0,3,0,0,0,0,0,1,0,1,2,9,0,NA,NA,NA,NA,NA,NA
