"decimalLongitude","decimalLatitude","coordinateUncertaintyInMeters","kingdom","phylum","class","order","family","genus","year","month","speciesFixed","category"
-122.9832231627,37.9954393627,5,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus",2016,7,"Odocoileus hemionus","Mammal"
-122.8450012207,38.057220459,NA,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Heracleum",2016,7,"Heracleum maximum","Plant"
-122.8441696167,38.0583343506,NA,"Plantae","Magnoliophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Marah",2016,7,"Marah fabacea","Plant"
-122.8438873291,38.0583343506,NA,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus",2016,7,"Mimulus aurantiacus","Plant"
-122.8391647339,38.0577774048,NA,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Heteromeles",2016,7,"Heteromeles arbutifolia","Plant"
-122.8391647339,38.0577774048,NA,"Plantae","Magnoliophyta","Magnoliopsida","Laurales","Lauraceae","Umbellularia",2016,7,"Umbellularia californica","Plant"
-122.8391647339,38.0580558777,NA,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus",2016,7,"Rubus ursinus","Plant"
-122.8380584717,38.0552787781,NA,"Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Anacardiaceae","Toxicodendron",2016,7,"Toxicodendron diversilobum","Plant"
-122.97272495,37.993134,3,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Eriogonum",2016,7,"Eriogonum latifolium","Plant"
-122.97259405,37.99318167,3,"Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Crassulaceae","Dudleya",2016,7,"Dudleya farinosa","Plant"
-122.96830459,37.99191067,3,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Symphyotrichum",2016,7,"Symphyotrichum chilense","Plant"
-122.96799489,37.99180277,3,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium",2016,7,"Cirsium quercetorum","Plant"
-122.97377094,37.99335932,3,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Anaphalis",2016,7,"Anaphalis margaritacea","Plant"
-122.97510796,37.99436523,3,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Plumbaginaceae","Armeria",2016,7,"Armeria maritima","Plant"
-123.0191650391,37.9966659546,NA,"Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Gaultheria",2016,7,"Gaultheria shallon","Plant"
-123.0188903809,37.9969444275,NA,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus",2016,7,"Lupinus arboreus","Plant"
-122.9469451904,38.0952758789,NA,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Amaryllidaceae","Amaryllis",2016,7,"Amaryllis belladonna","Plant"
-122.9552764893,38.1897239685,NA,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Hirundo",2016,7,"Hirundo rustica","Bird"
-122.9555587769,38.1841659546,NA,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Eschscholzia",2016,7,"Eschscholzia californica","Plant"
-122.9547864056,38.1211970029,101,"Animalia","Arthropoda","Insecta","Coleoptera","Glaphyridae","Lichnanthe",2016,7,"Lichnanthe rathvoni","Invertebrate"
-122.799446106,38.0413894653,NA,"Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",2016,8,"Sceloporus occidentalis","Herp"
-122.8030548096,38.0455551147,NA,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Frangula",2016,8,"Frangula californica","Plant"
-122.7997207642,38.0413894653,NA,"Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Quercus",2016,8,"Quercus agrifolia","Plant"
-122.8734112625,38.096588105,10,"Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Gaultheria",2016,8,"Gaultheria shallon","Plant"
-122.9565416667,38.1006778333,NA,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus",2016,8,"Lupinus arboreus","Plant"
-122.95423,38.0984695,NA,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium",2016,8,"Cirsium quercetorum","Plant"
-122.9539116667,38.0980445,NA,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus",2016,8,"Lupinus variicolor","Plant"
-122.8392357749,38.0719631563,28285,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Horkelia",2016,8,"Horkelia marinensis","Plant"
-122.8016662598,38.0444450378,NA,"Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Myrtaceae","Eucalyptus",2016,8,"Eucalyptus globulus","Plant"
-122.8016662598,38.0402793884,NA,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Euphagus",2016,8,"Euphagus cyanocephalus","Bird"
-122.8497252151,38.0881828042,28285,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Orchidaceae","Piperia",2016,6,"Piperia elegans","Plant"
-122.7984295,38.0439546,54,"Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga",2015,12,"Mirounga angustirostris","Mammal"
-122.8654166667,38.0203278333,NA,"Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Crassulaceae","Dudleya",2016,6,"Dudleya farinosa","Plant"
-122.952575,38.1835466667,NA,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus",2016,8,"Cervus elaphus","Mammal"
-122.92827,38.0543638333,NA,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus",2016,7,"Odocoileus hemionus","Mammal"
-122.973655,38.2298966667,NA,"Animalia","Mollusca","Polyplacophora","Chitonida","Mopaliidae","Cryptochiton",2016,8,"Cryptochiton stelleri","Invertebrate"
-122.9752197266,37.9943084717,NA,"Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus",2016,8,"Pelecanus occidentalis","Bird"
-123.0175945,37.99713,NA,"Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Aneides",2016,8,"Aneides lugubris","Herp"
-122.974335244,37.9941325821,5,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Achillea",2016,8,"Achillea millefolium","Plant"
-122.96616962,37.989938991,331,"Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Aneides",2016,8,"Aneides lugubris","Herp"
-122.8022685182,38.0405376898,5,"Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Anacardiaceae","Toxicodendron",2016,8,"Toxicodendron diversilobum","Plant"
-122.8021942546,38.0402998533,5,"Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Holcus",2016,8,"Holcus lanatus","Plant"
-122.8023981863,38.0401157029,5,"Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Ramalina",2016,8,"Ramalina menziesii","Fungi"
-122.943342,38.11977,1152,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Trirhabda",2016,7,"Trirhabda flavolimbata","Invertebrate"
-122.9263687134,38.0613377299,244,"Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Triakidae","Triakis",2016,8,"Triakis semifasciata","Fish"
-122.7998864651,38.0448780244,50,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Progne",2016,8,"Progne subis","Bird"
-122.9278716667,38.0910083333,NA,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus",2016,8,"Mimulus guttatus","Plant"
-122.9766833333,37.9960866667,500,"Animalia","Chordata","Aves","Charadriiformes","Alcidae","Cepphus",2016,8,"Cepphus columba","Bird"
-122.9373550415,38.0629596054,244,"Animalia","Mollusca","Gastropoda","Cephalaspidea","Aglajidae","Navanax",2016,8,"Navanax inermis","Invertebrate"
-122.8832166667,38.0261388333,NA,"Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",2016,8,"Sceloporus occidentalis","Herp"
-122.96045994,38.10478126,15,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Aizoaceae","Tetragonia",2016,8,"Tetragonia tetragonoides","Plant"
-122.9605178833,38.1048774719,NA,"Animalia","Chordata","Amphibia","Anura","Hylidae","Pseudacris",2016,8,"Pseudacris sierra","Herp"
-122.935836792,38.1236114502,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Coccinella",2016,8,"Coccinella septempunctata","Invertebrate"
-122.8965521046,38.1227695244,5,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Frangula",2016,8,"Frangula californica","Plant"
-122.89600094,38.1228600662,432,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus",2016,8,"Mimulus aurantiacus","Plant"
-122.8961731588,38.1227410678,5,"Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera",2016,8,"Lonicera hispidula","Plant"
-122.8955083108,38.1232940572,65,"Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Gaultheria",2016,8,"Gaultheria shallon","Plant"
-122.8954388202,38.123319461,10,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus",2016,8,"Rubus ursinus","Plant"
-122.8955157661,38.1230620528,10,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Anaphalis",2016,8,"Anaphalis margaritacea","Plant"
-122.8924278451,38.1216210397,684,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Berberidaceae","Berberis",2016,8,"Berberis pinnata","Plant"
-122.8919528705,38.1219721958,10,"Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Notholithocarpus",2016,8,"Notholithocarpus densiflorus","Plant"
-122.8900439759,38.1217937032,5,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Heteromeles",2016,8,"Heteromeles arbutifolia","Plant"
-122.975595,37.9945416667,NA,"Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Linaceae","Linum",2016,8,"Linum bienne","Plant"
-122.97428,37.994225,NA,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Anaphalis",2016,8,"Anaphalis margaritacea","Plant"
-122.9742133333,37.994175,NA,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Eriogonum",2016,8,"Eriogonum latifolium","Plant"
-122.9741283333,37.9941416667,NA,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lotus",2016,8,"Lotus corniculatus","Plant"
-122.9738,37.99393,NA,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus",2016,8,"Mimulus guttatus","Plant"
-122.973755,37.99393,NA,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus",2016,8,"Lupinus arboreus","Plant"
-122.9737033333,37.99402,NA,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium",2016,8,"Cirsium vulgare","Plant"
-122.9901366667,37.996145,NA,"Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes",2016,8,"Cathartes aura","Bird"
-122.9571083333,38.1190305,NA,"Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus",2016,8,"Pelecanus occidentalis","Bird"
-122.949225,38.1191138333,NA,"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura",2016,8,"Ischnura cervula","Invertebrate"
-122.8883748037,38.1230441155,5,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Mentha",2016,8,"Mentha pulegium","Plant"
-122.9396133333,38.1224583333,NA,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja",2016,8,"Castilleja exserta","Plant"
-123.0225305,37.9961366667,NA,"Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Ramalina",2016,8,"Ramalina menziesii","Fungi"
-122.8887695884,38.1240994535,95,"Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium",2016,8,"Vaccinium ovatum","Plant"
-122.9570833333,38.1014528333,NA,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium",2016,8,"Cirsium quercetorum","Plant"
-122.888954999,38.1252592849,10,"Plantae","Magnoliophyta","Magnoliopsida","Laurales","Lauraceae","Umbellularia",2016,8,"Umbellularia californica","Plant"
-122.9593116667,38.1040945,NA,"Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Camissoniopsis",2016,8,"Camissoniopsis cheiranthifolia","Plant"
-122.8891218827,38.1260898058,30,"Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Chrysolepis",2016,8,"Chrysolepis chrysophylla","Plant"
-122.9593116667,38.1038945,NA,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron",2016,8,"Erigeron glaucus","Plant"
-122.9589166667,38.1034361667,NA,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Pseudognaphalium",2016,8,"Pseudognaphalium luteoalbum","Plant"
-122.8891083879,38.1263400056,30,"Plantae","Magnoliophyta","Magnoliopsida","Ericales","Myrsinaceae","Trientalis",2016,8,"Trientalis latifolia","Plant"
-122.9586033333,38.1041666667,NA,"Animalia","Chordata","Amphibia","Anura","Hylidae","Pseudacris",2016,8,"Pseudacris sierra","Herp"
-122.9736333333,37.9944,NA,"Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lontra",2016,8,"Lontra canadensis","Mammal"
-122.97387,37.99422,NA,"Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus",2016,8,"Pelecanus occidentalis","Bird"
-122.97342,37.9940216667,NA,"Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga",2016,8,"Mirounga angustirostris","Mammal"
-122.977295,37.9958583333,NA,"Animalia","Arthropoda","","Scalpelliformes","Pollicipedidae","Pollicipes",2016,8,"Pollicipes polymerus","Invertebrate"
-122.9655833333,37.9902883333,NA,"Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco",2016,8,"Falco peregrinus","Bird"
-122.8894684399,38.126672949,1285,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium",2016,8,"Cirsium vulgare","Plant"
-122.8905950022,38.1281117723,10,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus",2016,8,"Mimulus moschatus","Plant"
-122.8547966667,38.0179666667,NA,"Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla",2016,8,"Callipepla californica","Bird"
-122.8901502584,38.1283047656,10,"Plantae","Magnoliophyta","Magnoliopsida","Solanales","Convolvulaceae","Calystegia",2016,8,"Calystegia purpurata","Plant"
-122.8795261412,38.120482936,1415,"Plantae","Pteridophyta","Filicopsida","Polypodiales","Blechnaceae","Woodwardia",2016,8,"Woodwardia fimbriata","Plant"
-122.8887612094,38.1311247312,30,"Plantae","Magnoliophyta","Magnoliopsida","Garryales","Garryaceae","Garrya",2016,8,"Garrya elliptica","Plant"
-122.8888796577,38.131110192,152,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Holodiscus",2016,8,"Holodiscus discolor","Plant"
-122.890234748,38.1319303578,50,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Frangula",2016,8,"Frangula californica","Plant"
-122.8949323856,38.1242227788,30,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus",2016,8,"Rubus parviflorus","Plant"
-122.9775159248,37.9961792333,5,"Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anthopleura",2016,8,"Anthopleura xanthogrammica","Invertebrate"
-122.938041687,38.0639056829,424,"Animalia","Mollusca","Gastropoda","Nudibranchia","Polyceratidae","Polycera",2016,8,"Polycera atra","Invertebrate"
-122.938041687,38.0639056829,424,"Animalia","Mollusca","Gastropoda","Nudibranchia","Polyceratidae","Polycera",2016,8,"Polycera hedgpethi","Invertebrate"
-122.9373445111,38.0618455606,467,"Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Rhacochilus",2016,8,"Rhacochilus vacca","Fish"
-122.913665,38.104575,NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis",2010,5,"Thamnophis sirtalis","Herp"
-122.954156,38.112223,NA,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Phalaropus",2014,12,"Phalaropus fulicarius","Bird"
-122.961022,38.112223,NA,"Animalia","Chordata","Aves","Passeriformes","Alaudidae","Eremophila",2014,12,"Eremophila alpestris","Bird"
-122.961387,38.027371,NA,"Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus",2014,7,"Larus heermanni","Bird"
-122.955937,38.113557,NA,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris",2012,9,"Calidris melanotos","Bird"
-122.940348,38.094038,NA,"Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla",2011,11,"Callipepla californica","Bird"
-122.7890335845,37.9997218706,143,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Phaeolus",2016,8,"Phaeolus schweinitzii","Fungi"
-122.913665,38.104575,NA,"Animalia","Chordata","Aves","Piciformes","Picidae","Colaptes",2010,5,"Colaptes auratus","Bird"
-122.9501,38.119162,NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea",2012,9,"Ardea herodias","Bird"
-122.8701501993,38.0475463439,5,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Heracleum",2016,8,"Heracleum maximum","Plant"
-122.8702383333,38.0475,NA,"Plantae","Magnoliophyta","Liliopsida","Poales","Cyperaceae","Cyperus",2016,8,"Cyperus eragrostis","Plant"
-122.8710921576,38.0467364844,10,"Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia",2016,8,"Euphorbia lathyris","Plant"
-122.8718124145,38.0463776132,5,"Plantae","Magnoliophyta","Magnoliopsida","Fagales","Betulaceae","Alnus",2016,8,"Alnus rubra","Plant"
-122.8724452482,38.0458657304,5,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Araliaceae","Aralia",2016,8,"Aralia californica","Plant"
-122.8727443145,38.0458563008,5,"Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera",2016,8,"Lonicera involucrata","Plant"
-122.8728776706,38.0456591584,5,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia",2016,8,"Artemisia douglasiana","Plant"
-122.8745697254,38.045143839,10,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Conium",2016,8,"Conium maculatum","Plant"
-122.8749889882,38.044871972,5,"Plantae","Magnoliophyta","Magnoliopsida","Solanales","Convolvulaceae","Calystegia",2016,8,"Calystegia purpurata","Plant"
-122.8748801072,38.0449179886,10,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis",2016,8,"Baccharis pilularis","Plant"
-122.876009401,38.0444190558,5,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Frangula",2016,8,"Frangula californica","Plant"
-122.8760441021,38.0444813753,5,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia",2016,8,"Artemisia californica","Plant"
-122.876600912,38.0442367494,5,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus",2016,8,"Mimulus aurantiacus","Plant"
-122.8846733423,38.1079009186,28285,"Animalia","Mollusca","Gastropoda","Stylommatophora","Helminthoglyptidae","Helminthoglypta",2016,8,"Helminthoglypta arrosa","Invertebrate"
-122.8774,38.0448138333,NA,"Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Linaceae","Linum",2016,8,"Linum bienne","Plant"
-122.8776240071,38.0458782195,10,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus",2016,8,"Rubus parviflorus","Plant"
-122.8771473282,38.0453634868,5,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium",2016,8,"Cirsium vulgare","Plant"
-122.8770513554,38.0453584157,5,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Prunella",2016,8,"Prunella vulgaris","Plant"
-122.87696586,38.0454191426,5,"Plantae","Pteridophyta","Filicopsida","Polypodiales","Dennstaedtiaceae","Pteridium",2016,8,"Pteridium aquilinum","Plant"
-122.8766446655,38.0456678337,50,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Anaphalis",2016,8,"Anaphalis margaritacea","Plant"
-122.8765688931,38.0463295849,10,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lotus",2016,8,"Lotus corniculatus","Plant"
-122.8756586184,38.0463690218,10,"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Apis",2016,8,"Apis mellifera","Invertebrate"
-122.8754633333,38.0464111667,NA,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus",2016,8,"Rubus ursinus","Plant"
-122.9541608542,38.0867561849,28285,"Plantae","Pinophyta","Pinopsida","Pinales","Pinaceae","Pinus",2016,8,"Pinus muricata","Plant"
-122.876375,38.0488416667,NA,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Mentha",2016,8,"Mentha pulegium","Plant"
-122.880745,38.0491361667,NA,"Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Cynosurus",2016,8,"Cynosurus echinatus","Plant"
-122.8823301104,38.0497511197,5,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Heracleum",2016,8,"Heracleum maximum","Plant"
-122.8825427593,38.0497120601,10,"Plantae","Magnoliophyta","Magnoliopsida","Gentianales","Gentianaceae","Gentiana",2016,8,"Gentiana affinis","Plant"
-122.8831011617,38.049615291,5,"Animalia","Chordata","Aves","Piciformes","Picidae","Colaptes",2016,8,"Colaptes auratus","Bird"
-122.8835968674,38.049373515,10,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus",2016,8,"Cervus elaphus","Mammal"
-122.8849045282,38.0455977191,5,"Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera",2016,8,"Lonicera hispidula","Plant"
-122.885793429,38.0452256464,10,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",2016,8,"Trifolium repens","Plant"
-122.8858639208,38.0450034002,10,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lotus",2016,8,"Lotus corniculatus","Plant"
-122.883572979,38.0473418674,10,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Helenium",2016,8,"Helenium puberulum","Plant"
-122.880334966,38.0488618836,5,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Hypochaeris",2016,8,"Hypochaeris radicata","Plant"
-122.8763441743,38.0488128495,5,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Heterotheca",2016,8,"Heterotheca sessiliflora","Plant"
-122.8762234749,38.0484621926,50,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Madia",2016,8,"Madia sativa","Plant"
-122.877180772,38.0455321307,10,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus",2016,8,"Rubus ursinus","Plant"
-122.877180772,38.0455321307,10,"Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","Rhopalomyia",2016,8,"Rhopalomyia californica","Invertebrate"
-122.8772267048,38.0445467541,5,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Eschscholzia",2016,8,"Eschscholzia californica","Plant"
-122.8744426557,38.0451115687,5,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Urticaceae","Urtica",2016,8,"Urtica dioica","Plant"
-122.8742732574,38.0448919628,5,"Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Hirschfeldia",2016,8,"Hirschfeldia incana","Plant"
-122.8742170149,38.0448933877,10,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica",2016,8,"Diabrotica undecimpunctata","Invertebrate"
-122.8742279952,38.0448606983,5,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus",2016,8,"Rubus ursinus","Plant"
-122.8710634076,38.046747339,10,"Plantae","Pteridophyta","Filicopsida","Polypodiales","Athyriaceae","Athyrium",2016,8,"Athyrium filix-femina","Plant"
-122.8710955103,38.0466882047,10,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","Claytonia",2016,8,"Claytonia sibirica","Plant"
-122.87065,38.0470445,NA,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Mentha",2016,8,"Mentha pulegium","Plant"
-122.9555082322,38.0759339221,5,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Frankeniaceae","Frankenia",2016,8,"Frankenia salina","Plant"
-122.9564216667,38.077975,NA,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","Claytonia",2016,8,"Claytonia sibirica","Plant"
-122.9590216667,38.0805805,NA,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium",2016,8,"Cirsium vulgare","Plant"
-122.9570166667,38.0781471667,NA,"Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Hypericaceae","Hypericum",2016,8,"Hypericum anagalloides","Plant"
-122.9560866667,38.0780028333,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Cisseps",2016,8,"Cisseps fulvicollis","Invertebrate"
-122.9563833333,38.0780305,NA,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex",2016,8,"Rumex acetosella","Plant"
-122.90763,38.1548278333,NA,"Animalia","Arthropoda","Malacostraca","Decapoda","Portunidae","Portunus",2016,8,"Portunus xantusii","Invertebrate"
-122.8460848331,38.0105176618,31,"Animalia","Chordata","Aves","Charadriiformes","Haematopodidae","Haematopus",2016,8,"Haematopus bachmani","Bird"
-122.8603005409,38.0182096934,61,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius",2016,8,"Charadrius semipalmatus","Bird"
-122.846159935,38.0111770104,122,"Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anthopleura",2016,8,"Anthopleura xanthogrammica","Invertebrate"
-122.851950824,38.0141609115,8,"Animalia","Arthropoda","","Scalpelliformes","Pollicipedidae","Pollicipes",2016,8,"Pollicipes polymerus","Invertebrate"
-122.853890061,38.0182265981,15,"Animalia","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma",2016,8,"Aphelocoma californica","Bird"
-122.8812003136,38.0246331891,61,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Egregia",2016,8,"Egregia menziesii",NA
-122.881283462,38.0246627697,8,"Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus",2016,8,"Pelecanus occidentalis","Bird"
-122.856346964,38.0179561228,15,"Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla",2016,8,"Callipepla californica","Bird"
-122.9765367508,38.0759502068,31,"Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus",2016,8,"Larus occidentalis","Bird"
-122.7385175228,37.9376696517,43,"Plantae","Magnoliophyta","Liliopsida","Alismatales","Araceae","Lemna",2016,8,"Lemna minor","Plant"
