"FIPS","countyState","census2010","popEst2010","popEst2015","areaLand","areaWater"
"08023","Costilla County, Colorado",3524,3527,3584,3177789979,8828904
"08025","Crowley County, Colorado",5823,5853,5562,2039411297,33430434
"08027","Custer County, Colorado",4255,4275,4445,1913031045,3364771
"08029","Delta County, Colorado",30952,30878,29979,2957896781,16960873
"08031","Denver County, Colorado",600158,603300,682545,396268588,4225359
"08033","Dolores County, Colorado",2064,2065,1978,2763650142,2716145
"08035","Douglas County, Colorado",285465,286964,322387,2176232357,6789381
"08037","Eagle County, Colorado",52197,52085,53605,4362911978,18806424
"08039","Elbert County, Colorado",23086,23095,24735,4793671177,442165
"08041","El Paso County, Colorado",622263,626916,674471,5508389808,7111582
"08043","Fremont County, Colorado",46824,46857,46692,3970627343,2235395
"08045","Garfield County, Colorado",56389,56094,58095,7634153703,21430621
"08047","Gilpin County, Colorado",5441,5461,5828,388229109,941918
"08049","Grand County, Colorado",14843,14783,14615,4781971576,60250184
"08051","Gunnison County, Colorado",15324,15379,16067,8389228965,53172021
"08053","Hinsdale County, Colorado",843,844,774,2893667726,15324669
"08055","Huerfano County, Colorado",6711,6668,6492,4120672901,5792112
"08057","Jackson County, Colorado",1394,1385,1356,4179523206,18749970
"08059","Jefferson County, Colorado",534543,535625,565524,1979289991,25446228
"08061","Kiowa County, Colorado",1398,1396,1423,4578495505,47033007
"08063","Kit Carson County, Colorado",8270,8247,7758,5596502129,2251930
"08065","Lake County, Colorado",7310,7267,7485,976194289,18124336
"08067","La Plata County, Colorado",51334,51371,54688,4382462547,19760255
"08069","Larimer County, Colorado",299630,300524,333577,6723613486,98295250
"08071","Las Animas County, Colorado",15507,15394,14058,12361162110,6929979
"08073","Lincoln County, Colorado",5467,5469,5557,6676021407,22780586
"08075","Logan County, Colorado",22709,22130,22036,4761813494,16363561
"08077","Mesa County, Colorado",146723,146489,148513,8622002815,31466745
"08079","Mineral County, Colorado",712,704,726,2267965576,5222183
"08081","Moffat County, Colorado",13795,13812,12937,12285064917,19741780
"08083","Montezuma County, Colorado",25535,25548,26168,5256450876,27516854
"08085","Montrose County, Colorado",41276,41194,40946,5803373218,4923280
"08087","Morgan County, Colorado",28159,28172,28360,3316304952,34473998
"08089","Otero County, Colorado",18831,18883,18343,3268465106,20052451
"08091","Ouray County, Colorado",4436,4466,4691,1402718909,1599543
"08093","Park County, Colorado",16206,16262,16510,5682034441,43530574
"08095","Phillips County, Colorado",4442,4463,4349,1781724987,301808
"08097","Pitkin County, Colorado",17148,17156,17787,2514094239,6469384
"08099","Prowers County, Colorado",12551,12562,11954,4243422095,15352661
"08101","Pueblo County, Colorado",159063,159520,163591,6179980907,30279808
"08103","Rio Blanco County, Colorado",6666,6669,6571,8342179365,4868121
"08105","Rio Grande County, Colorado",11982,12018,11543,2361959921,983955
"08107","Routt County, Colorado",23509,23450,24130,6117619255,15825586
"08109","Saguache County, Colorado",6108,6136,6251,8206440775,4454555
"08111","San Juan County, Colorado",699,708,701,1003588157,2035933
"08113","San Miguel County, Colorado",7359,7359,7879,3332308274,5213876
"08115","Sedgwick County, Colorado",2379,2370,2399,1419419181,3530734
"08117","Summit County, Colorado",27994,28065,30257,1575639358,28282990
"08119","Teller County, Colorado",23350,23450,23385,1442767059,4944570
"08121","Washington County, Colorado",4814,4801,4864,6521670287,15207421
"08123","Weld County, Colorado",252825,254166,285174,10326898753,76554163
"08125","Yuma County, Colorado",10043,10025,10146,6123779829,11134777
"09001","Fairfield County, Connecticut",916829,919744,948053,1618456437,549162331
"09003","Hartford County, Connecticut",894014,895303,895841,1903891914,40213499
"09005","Litchfield County, Connecticut",189927,189773,183603,2384238980,62165569
"09007","Middlesex County, Connecticut",165676,165628,164063,956486234,180684001
"09009","New Haven County, Connecticut",862477,863401,859470,1565663096,667053119
"09011","New London County, Connecticut",274055,274067,271863,1722025951,276665774
"09013","Tolland County, Connecticut",152691,153208,151420,1062448385,17698315
"09015","Windham County, Connecticut",118428,118593,116573,1328430430,22092290
"10001","Kent County, Delaware",162310,162990,173533,1518196116,549470508
"10003","New Castle County, Delaware",538479,538911,556779,1104074798,175385759
"10005","Sussex County, Delaware",197145,197890,215622,2424432871,674204700
"11001","District of Columbia, District of Columbia",601723,605126,672228,158114680,18884970
"12001","Alachua County, Florida",247336,247625,259964,2266291505,242910527
"12003","Baker County, Florida",27115,27076,27420,1515741200,9686121
"12005","Bay County, Florida",168852,169247,181635,1964400618,711453131
"12007","Bradford County, Florida",28520,28539,26928,761356806,16904947
"12009","Brevard County, Florida",543376,543966,568088,2630557912,1402040884
"12011","Broward County, Florida",1748066,1753263,1896425,3133329108,292869341
"12013","Calhoun County, Florida",14625,14632,14462,1469389276,18074798
"12015","Charlotte County, Florida",159978,159947,173115,1761913582,461075444
"12017","Citrus County, Florida",141236,141266,141058,1506586255,496236304
"12019","Clay County, Florida",190865,191436,203967,1565286048,101496213
"12021","Collier County, Florida",321520,322683,357305,5175636190,794325489
"12023","Columbia County, Florida",67531,67571,68348,2065707648,9722658
"12027","DeSoto County, Florida",34862,34921,35458,1649975818,6274597
"12029","Dixie County, Florida",16422,16402,16203,1826078949,410763739
"12031","Duval County, Florida",864263,865785,913010,1974068274,404712512
"12033","Escambia County, Florida",297619,298165,311003,1700226567,565247441
"12035","Flagler County, Florida",95696,96078,105392,1257337716,221090860
"12037","Franklin County, Florida",11549,11535,11761,1384930964,1273675839
"12039","Gadsden County, Florida",46389,47792,46036,1337293000,31587832
"12041","Gilchrist County, Florida",16939,16994,17199,905658580,14405662
"12043","Glades County, Florida",12884,12938,13670,2087553927,468370788
"12045","Gulf County, Florida",15863,15814,15871,1460784877,496109237
"12047","Hamilton County, Florida",14799,14672,14295,1330711074,13638327
"12049","Hardee County, Florida",27731,27738,27502,1651849564,1439672
"12051","Hendry County, Florida",39140,39040,39119,2985609243,96465484
"12053","Hernando County, Florida",172778,172970,178439,1223869127,301688560
"12055","Highlands County, Florida",98786,98665,99491,2633020110,231596328
"12057","Hillsborough County, Florida",1229226,1233831,1349050,2642341101,635973296
"12059","Holmes County, Florida",19927,19859,19324,1240027821,26598676
"12061","Indian River County, Florida",138028,138233,147919,1302431761,295606459
"12063","Jackson County, Florida",49746,49616,48599,2376987362,95322401
"12065","Jefferson County, Florida",14761,14747,14081,1549059034,99559135
"12067","Lafayette County, Florida",8870,8814,8663,1407428266,11646289
"12069","Lake County, Florida",297052,297847,325875,2430396019,566126522
"12071","Lee County, Florida",618754,620532,701982,2031879249,1108380339
"12073","Leon County, Florida",275487,276042,286272,1727138746,90486851
"12075","Levy County, Florida",40801,40721,39832,2896139279,762981297
"12077","Liberty County, Florida",8365,8339,8331,2164095370,19582542
"12079","Madison County, Florida",19224,19231,18408,1802497924,51114171
"12081","Manatee County, Florida",322833,323429,363369,1924182235,387844764
"12083","Marion County, Florida",331298,331421,343254,4103955681,202185444
"12085","Martin County, Florida",146318,146979,156283,1407565382,542252066
"12086","Miami-Dade County, Florida",2496435,2508171,2693117,4915061046,1381673402
"12087","Monroe County, Florida",73090,73213,77482,2546689189,7133453992
"12089","Nassau County, Florida",73314,73528,78444,1679967676,200158743
"12091","Okaloosa County, Florida",180822,180757,198664,2409328778,393241055
"12093","Okeechobee County, Florida",39996,40027,39469,1991462636,318565354
"12095","Orange County, Florida",1145956,1148823,1288126,2339870128,258560561
"12097","Osceola County, Florida",268685,269825,323993,3438086444,462191583
"12099","Palm Beach County, Florida",1320134,1324171,1422789,5101663125,1070302119
"12101","Pasco County, Florida",464697,465474,497909,1934425891,314858950
"12103","Pinellas County, Florida",916542,916440,949827,709135878,865905939
"12105","Polk County, Florida",602095,603192,650092,4656375819,550925774
"12107","Putnam County, Florida",74364,74238,72023,1884532662,257184021
"12109","St. Johns County, Florida",190039,191258,226640,1555689678,572050772
"12111","St. Lucie County, Florida",277789,278264,298563,1481280881,300907268
"12113","Santa Rosa County, Florida",151372,152953,167040,2620043744,420025582
"12115","Sarasota County, Florida",379448,379937,405549,1439690708,438941172
"12117","Seminole County, Florida",422718,423070,449144,800879349,93428200
"12119","Sumter County, Florida",93420,94279,118891,1416548738,85192294
"12121","Suwannee County, Florida",41551,42315,43760,1783341092,9594285
"12123","Taylor County, Florida",22570,22573,22493,2702147548,489238369
"12125","Union County, Florida",15535,15534,15234,630806354,16049937
"12127","Volusia County, Florida",494593,494610,517887,2851658690,858331481
"12129","Wakulla County, Florida",30776,30835,31535,1570616974,334904032
"12131","Walton County, Florida",55043,55248,63508,2687435898,523099633
"12133","Washington County, Florida",24896,24754,24687,1509453502,85860698
"13001","Appling County, Georgia",18236,18328,18454,1313333924,13417422
"13003","Atkinson County, Georgia",8375,8360,8398,878994487,13343157
"13005","Bacon County, Georgia",11096,11082,11299,669707907,70568892
"13007","Baker County, Georgia",3451,3435,3180,885629946,18634158
"13009","Baldwin County, Georgia",45720,45702,45459,667812053,24779162
"13011","Banks County, Georgia",18395,18409,18495,601112234,4651183
"13013","Barrow County, Georgia",69367,69692,75370,415198674,6817600
"13015","Bartow County, Georgia",100157,100139,102747,1190213681,27373871
"13017","Ben Hill County, Georgia",17634,17633,17403,647809208,9807089
"13019","Berrien County, Georgia",19286,19342,18963,1170407787,15503056
"13021","Bibb County, Georgia",155547,155586,153721,646879637,14514058
"13023","Bleckley County, Georgia",13063,13041,12243,559100179,8447354
"13025","Brantley County, Georgia",18411,18456,18455,1145713216,12535638
"13027","Brooks County, Georgia",16243,16263,15658,1276982395,12314550
"13029","Bryan County, Georgia",30233,30403,35137,1129148153,47887043
"13031","Bulloch County, Georgia",70217,70639,72651,1742568254,40963315
"13033","Burke County, Georgia",23316,23341,22745,2141836337,20758796
"13035","Butts County, Georgia",23655,23742,23593,477576117,9448312
"13037","Calhoun County, Georgia",6694,6704,6479,726147317,8315704
"13039","Camden County, Georgia",50513,50670,52102,1587727882,437293017
"13043","Candler County, Georgia",10998,11025,10886,629480666,15058435
"13045","Carroll County, Georgia",110527,110698,114545,1292600278,12327627
"13047","Catoosa County, Georgia",63942,64038,66050,419990951,779612
"13049","Charlton County, Georgia",12171,12837,12965,2003553604,22786057
"13051","Chatham County, Georgia",265128,265896,286956,1104465640,533085725
"13053","Chattahoochee County, Georgia",11267,11178,11368,644223521,6292717
"13055","Chattooga County, Georgia",26015,25958,24922,811541767,570807
"13057","Cherokee County, Georgia",214346,215195,235900,1092129613,32974694
"13059","Clarke County, Georgia",116714,117469,123912,308727523,4752204
"13061","Clay County, Georgia",3183,3161,3141,506035709,56598884
"13063","Clayton County, Georgia",259424,259797,273955,366664243,7152613
"13065","Clinch County, Georgia",6798,6780,6893,2072566618,61565598
"13067","Cobb County, Georgia",688078,689676,741334,879428364,12868473
"13069","Coffee County, Georgia",42356,42723,43108,1489494986,71361932
"13071","Colquitt County, Georgia",45498,45641,45844,1409350694,32337972
"13073","Columbia County, Georgia",124053,124985,144052,751329062,45363096
"13075","Cook County, Georgia",17212,17207,17124,588345665,15647080
"13077","Coweta County, Georgia",127317,127901,138427,1141905439,12754711
"13079","Crawford County, Georgia",12630,12614,12388,841456435,4054558
"13081","Crisp County, Georgia",23439,23404,22881,705987965,21672328
"13083","Dade County, Georgia",16633,16612,16264,450609395,463485
"13085","Dawson County, Georgia",22330,22288,23312,546046104,9269206
"13087","Decatur County, Georgia",27842,27808,27174,1546584607,67412720
"13089","DeKalb County, Georgia",691893,692485,734871,693033963,9220158
"13091","Dodge County, Georgia",21796,21770,20882,1284348917,18709412
"13093","Dooly County, Georgia",14918,14845,14035,1015120132,13841107
"13095","Dougherty County, Georgia",94565,94564,91332,851299438,15395037
"13097","Douglas County, Georgia",132403,132644,140733,518170971,2484238
"13099","Early County, Georgia",11008,10966,10575,1327612162,9717191
"13101","Echols County, Georgia",4034,4031,4040,1074571687,15087403
"13103","Effingham County, Georgia",52250,52452,57106,1237236175,13547899
"13105","Elbert County, Georgia",20166,20096,19364,909228765,59986806
"13107","Emanuel County, Georgia",22598,22608,22708,1762755669,24806585
"13109","Evans County, Georgia",11000,11009,10787,473586453,10403527
"13111","Fannin County, Georgia",23682,23687,24303,1001608266,13564152
"13113","Fayette County, Georgia",106567,106993,110714,503344101,12896707
"13115","Floyd County, Georgia",96317,96415,96504,1320662374,22156077
"13117","Forsyth County, Georgia",175511,176760,212438,580210822,59946531
"13119","Franklin County, Georgia",22084,22074,22311,677273046,12832270
"13121","Fulton County, Georgia",920581,926038,1010562,1363977166,19917366
"13123","Gilmer County, Georgia",28292,28315,29400,1104733530,12189698
"13125","Glascock County, Georgia",3082,3069,3065,372283969,1847855
"13127","Glynn County, Georgia",79626,79790,83579,1087155362,428629840
"13129","Gordon County, Georgia",55186,55207,56574,921538864,5787657
"13131","Grady County, Georgia",25011,25047,25205,1177219063,14859042
"13133","Greene County, Georgia",15994,16000,16710,1003453171,48628232
"13135","Gwinnett County, Georgia",805321,808274,895823,1114687261,16555611
"13137","Habersham County, Georgia",43041,43080,43996,716752092,5919798
"13139","Hall County, Georgia",179684,180003,193535,1017300166,94568081
"13141","Hancock County, Georgia",9429,9420,8551,1222061286,17715202
"13143","Haralson County, Georgia",28780,28782,28854,730804051,2616008
"13145","Harris County, Georgia",32024,32157,33381,1201414214,23536240
"13147","Hart County, Georgia",25213,25209,25534,601897046,63595058
"13149","Heard County, Georgia",11834,11858,11539,766714528,13116455
"13151","Henry County, Georgia",203922,205142,217739,834304554,11447521
"13153","Houston County, Georgia",139900,140746,150033,972645761,11344823
"13155","Irwin County, Georgia",9538,9600,9245,917743923,21807567
"13157","Jackson County, Georgia",60485,60749,63360,879722928,8900197
"13159","Jasper County, Georgia",13900,13883,13635,953542690,13725963
"13161","Jeff Davis County, Georgia",15068,15092,14920,856613114,12063799
"13163","Jefferson County, Georgia",16930,16905,16106,1363589314,8241842
"13165","Jenkins County, Georgia",8340,8326,8957,899448996,13452255
"13167","Johnson County, Georgia",9980,9981,9656,784793399,9278578
"13169","Jones County, Georgia",28669,28634,28494,1020281755,3842707
"13171","Lamar County, Georgia",18317,18270,18201,475262611,6046031
"13173","Lanier County, Georgia",10078,10099,10312,479824426,37625302
"13175","Laurens County, Georgia",48434,48403,47731,2090886200,28942290
"13177","Lee County, Georgia",28298,28424,29202,921475641,15407913
"13179","Liberty County, Georgia",63453,62684,62467,1268578765,291960039
"13181","Lincoln County, Georgia",7996,7969,7673,544880697,121517149
"13183","Long County, Georgia",14464,14685,17731,1036755278,9116399
"13185","Lowndes County, Georgia",109233,109689,112865,1284805506,37578770
"13187","Lumpkin County, Georgia",29966,30301,31408,732793111,3273378
"13189","McDuffie County, Georgia",21875,21830,21540,666820495,23120857
"13191","McIntosh County, Georgia",14333,14294,13969,1098929183,387447582
"13193","Macon County, Georgia",14740,14655,13632,1037654091,13859159
"13195","Madison County, Georgia",28120,28146,28441,731181736,8487230
"13197","Marion County, Georgia",8742,8744,8761,947944161,3825422
"13199","Meriwether County, Georgia",21992,21836,21190,1298161653,10834104
"13201","Miller County, Georgia",6125,6144,5854,731466754,3216381
"13205","Mitchell County, Georgia",23498,23495,22574,1326293194,4504169
"13207","Monroe County, Georgia",26424,26470,27103,1024750743,5575307
"13209","Montgomery County, Georgia",9123,9093,8951,620362830,13388730
"13211","Morgan County, Georgia",17868,17901,18046,899630975,18832334
"13213","Murray County, Georgia",39628,39541,39565,892163642,5688079
"13215","Muscogee County, Georgia",189885,191124,200579,560435436,11968740
"13217","Newton County, Georgia",99958,100171,105473,704894510,18224766
"13219","Oconee County, Georgia",32808,32929,35965,477308229,5393182
"13221","Oglethorpe County, Georgia",14899,14907,14871,1137034709,7839225
"13223","Paulding County, Georgia",142324,142768,152238,808643215,5498097
"13225","Peach County, Georgia",27695,27750,26720,389190656,2676298
"13227","Pickens County, Georgia",29431,29461,30309,601025731,1695924
"13229","Pierce County, Georgia",18758,18810,19103,819714945,69246241
"13231","Pike County, Georgia",17869,17906,17941,559659405,8596833
"13233","Polk County, Georgia",41475,41536,41524,803754838,4686006
"13235","Pulaski County, Georgia",12010,11924,11396,644987096,5634982
"13237","Putnam County, Georgia",21218,21198,21353,892610760,41562906
"13239","Quitman County, Georgia",2513,2507,2302,391703085,24158294
"13241","Rabun County, Georgia",16276,16268,16281,958276574,17845339
"13243","Randolph County, Georgia",7719,7671,7193,1109126837,6830057
"13245","Richmond County, Georgia",200549,200933,201793,840000029,11046882
"13247","Rockdale County, Georgia",85215,85407,88856,336161686,5969943
"13249","Schley County, Georgia",5010,5013,5168,432283853,2376378
"13251","Screven County, Georgia",14593,14504,14162,1670803650,27889028
"13253","Seminole County, Georgia",8729,8725,8647,609232736,55244218
"13255","Spalding County, Georgia",64073,64077,64051,508851760,8084983
"13257","Stephens County, Georgia",26175,26149,25586,463948106,13121977
"13259","Stewart County, Georgia",6058,6101,5851,1188113818,12636841
"13261","Sumter County, Georgia",32819,32719,30779,1250179595,25787952
"13263","Talbot County, Georgia",6865,6835,6337,1013691766,8737087
"13265","Taliaferro County, Georgia",1717,1699,1639,504031776,1915723
"13267","Tattnall County, Georgia",25520,25496,25229,1241648097,23169438
"13269","Taylor County, Georgia",8906,8771,8330,975612230,7803620
"13271","Telfair County, Georgia",16500,16489,16400,1132610545,17366962
"13273","Terrell County, Georgia",9315,9517,9113,868783601,5863427
"13275","Thomas County, Georgia",44720,44755,45063,1410495980,19742306
"13277","Tift County, Georgia",40118,40242,40764,670585617,25574884
"13279","Toombs County, Georgia",27223,27303,27241,942767920,18098787
"13281","Towns County, Georgia",10471,10540,11182,431395530,14037948
"13283","Treutlen County, Georgia",6885,6888,6785,516536589,7805614
"13285","Troup County, Georgia",67044,67087,69763,1072223976,82812028
"13287","Turner County, Georgia",8930,8947,8214,739164599,11881250
"13289","Twiggs County, Georgia",9023,8956,8390,928246376,10972021
"13291","Union County, Georgia",21356,21320,22267,833785120,18333198
"13293","Upson County, Georgia",27153,27064,26368,837697129,10663300
"13295","Walker County, Georgia",68756,68888,68066,1156117093,1672680
"13297","Walton County, Georgia",83768,83974,88399,843508113,11187622
"13299","Ware County, Georgia",36312,36371,35370,2311462171,40215551
"13301","Warren County, Georgia",5834,5795,5460,736328597,6189505
"13303","Washington County, Georgia",21187,21110,20816,1757182927,15290061
"13305","Wayne County, Georgia",30099,30092,29534,1662194319,18179669
"13307","Webster County, Georgia",2799,2777,2648,541613654,2965859
"13309","Wheeler County, Georgia",7421,7756,7903,765301286,12390103
"13311","White County, Georgia",27144,27208,28319,623374958,3939977
"13313","Whitfield County, Georgia",102599,102776,104216,752297142,1530155
"13315","Wilcox County, Georgia",9255,9275,8857,978250169,11444222
"13317","Wilkes County, Georgia",10593,10484,9867,1215973866,11924803
"13319","Wilkinson County, Georgia",9563,9519,9155,1158522024,12022592
"13321","Worth County, Georgia",21679,21725,20699,1478111101,10498400
"15001","Hawaii County, Hawaii",185079,185326,196428,10433550395,2739470816
"15003","Honolulu County, Hawaii",953207,956377,998714,1555917151,3955760999
"15005","Kalawao County, Hawaii",90,90,89,31057797,105769512
"15007","Kauai County, Hawaii",67091,67209,71735,1605678326,1674176401
"15009","Maui County, Hawaii",154834,154978,164637,3008326306,3203316730
"16001","Ada County, Idaho",392365,393464,434211,2726158067,20424656
"16003","Adams County, Idaho",3976,3953,3843,3530298662,17392424
"16005","Bannock County, Idaho",82839,83026,83744,2880035137,91800788
"16007","Bear Lake County, Idaho",5986,5977,5922,2524680722,193273897
"16009","Benewah County, Idaho",9285,9285,9052,2011429331,18988295
"16011","Bingham County, Idaho",45607,45767,44990,5423378296,68447717
"16013","Blaine County, Idaho",21376,21301,21592,6846856430,44340529
"16015","Boise County, Idaho",7028,7008,7058,4919000288,19293275
"16017","Bonner County, Idaho",40877,40917,41859,4492523343,478955717
"16019","Bonneville County, Idaho",104234,104696,110089,4833116989,89506629
"16021","Boundary County, Idaho",10972,11012,11318,3285556291,24081041
"16023","Butte County, Idaho",2891,2909,2501,5779990424,5257716
"16025","Camas County, Idaho",1117,1111,1066,2782925142,11535370
"16027","Canyon County, Idaho",188923,189400,207478,1521281478,41900334
"16029","Caribou County, Idaho",6963,6976,6770,4569116224,89170677
"16031","Cassia County, Idaho",22952,23088,23506,6643528786,39370982
"16033","Clark County, Idaho",982,979,880,4569218695,2476848
"16035","Clearwater County, Idaho",8761,8632,8496,6364309391,79544779
"16037","Custer County, Idaho",4368,4360,4087,12745176171,42386557
"16039","Elmore County, Idaho",27038,27118,25876,7963533304,67384705
"16041","Franklin County, Idaho",12786,12793,13074,1718831658,12169099
"16043","Fremont County, Idaho",13242,13241,12819,4826508353,83291796
"16045","Gem County, Idaho",16719,16676,16852,1452724628,12445495
"16047","Gooding County, Idaho",15464,15478,15284,1888031360,12289863
"16049","Idaho County, Idaho",16267,16300,16272,21956239945,67335736
"16051","Jefferson County, Idaho",26140,26219,27157,2832154816,31267656
"16053","Jerome County, Idaho",22374,22461,22814,1546700901,12864129
"16055","Kootenai County, Idaho",138494,138910,150346,3222267856,185180068
"16057","Latah County, Idaho",37244,37278,38778,2786815890,2372731
"16059","Lemhi County, Idaho",7936,7961,7735,11819118494,13894478
"16061","Lewis County, Idaho",3821,3817,3789,1240073685,2444478
"16063","Lincoln County, Idaho",5208,5216,5297,3111625420,11608239
"16065","Madison County, Idaho",37536,37592,38273,1215237613,10412190
"16067","Minidoka County, Idaho",20069,20082,20461,1962152486,13820933
"16069","Nez Perce County, Idaho",39265,39335,40048,2196547487,21212976
"16071","Oneida County, Idaho",4286,4294,4281,3108143349,3995379
"16073","Owyhee County, Idaho",11526,11472,11310,19853582270,81509222
"16075","Payette County, Idaho",22623,22637,22896,1053780320,8827481
"16077","Power County, Idaho",7817,7851,7648,3636974257,99512615
"16079","Shoshone County, Idaho",12765,12720,12432,6810799882,14137045
"16081","Teton County, Idaho",10170,10157,10564,1164084404,2859304
"16083","Twin Falls County, Idaho",77230,77541,82375,4975917336,18417854
"16085","Valley County, Idaho",9862,9781,10103,9491050481,177273029
"16087","Washington County, Idaho",10198,10195,9984,3763204795,53213072
"17001","Adams County, Illinois",67103,67154,67013,2214963578,41793038
"17003","Alexander County, Illinois",8238,8214,6780,609965908,44268323
"17005","Bond County, Illinois",17768,17772,16950,984918676,6426360
"17007","Boone County, Illinois",54165,54123,53585,727059777,3380831
"17009","Brown County, Illinois",6937,6913,6829,791518279,4139308
"17011","Bureau County, Illinois",34978,34921,33587,2250780454,11583679
"17013","Calhoun County, Illinois",5089,5082,4899,657402816,77057174
"17015","Carroll County, Illinois",15387,15382,14616,1152045333,55821513
"17017","Cass County, Illinois",13642,13634,12847,973365036,20581547
"17019","Champaign County, Illinois",201081,201489,208861,2580316235,5509218
"17021","Christian County, Illinois",34800,34785,33642,1837278793,16221497
"17023","Clark County, Illinois",16335,16300,15979,1298666494,8806915
"17025","Clay County, Illinois",13815,13813,13428,1212932408,3304659
"17027","Clinton County, Illinois",37762,37826,37786,1227874498,75592326
"17029","Coles County, Illinois",53873,53895,52521,1316466333,4624844
"17031","Cook County, Illinois",5194675,5199303,5238216,2448383588,1785882224
"17033","Crawford County, Illinois",19817,19811,19414,1148994475,5670462
"17035","Cumberland County, Illinois",11048,11047,10898,896198602,2535805
"17037","DeKalb County, Illinois",105160,105177,104352,1635077221,8684327
"17039","De Witt County, Illinois",16561,16586,16247,1029554715,19608681
"17041","Douglas County, Illinois",19980,19957,19823,1079156495,1448702
"17043","DuPage County, Illinois",916924,918145,933736,848218379,23083362
