"decimalLongitude","decimalLatitude","id","recordedBy","userNumber","eventDate","eventTime","dateIdentified","verbatimLocality","coordinateUncertaintyInMeters","informationWithheld","identificationID","original.inat.taxonID","scientificName","taxonRank","kingdom","phylum","class","order","family","genus","year","month","hour","PARK_CODE","PARK_NAME","PARK_TYPE","IN_PARK","speciesFixed","category"
-122.9569244385,38.2036553181,4216257,"Barbara Vance",12630,2016-09-06,"19:12:00Z",2016-09-27,"Pt. Reyes National Seashore",1953,"",8264588,59176,"Phyciodes mylitta","species","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Phyciodes",2016,9,19,"PORE","Point Reyes","National Seashore",TRUE,"Phyciodes mylitta","Invertebrate"
-122.9594993591,38.2031157381,4216258,"Barbara Vance",12630,2016-09-06,"19:16:00Z",2016-09-27,"Pt. Reyes National Seashore",488,"",8260678,48225,"Eschscholzia californica","species","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Eschscholzia",2016,9,19,"PORE","Point Reyes","National Seashore",TRUE,"Eschscholzia californica","Plant"
-122.9553794861,38.2041948941,4216259,"Barbara Vance",12630,2016-09-06,"19:32:00Z",2016-09-30,"Pt. Reyes National Seashore",488,"",8299458,155274,"Camnula pellucida","species","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Camnula",2016,9,19,"PORE","Point Reyes","National Seashore",TRUE,"Camnula pellucida","Invertebrate"
-122.9564094543,38.202576154,4216260,"Barbara Vance",12630,2016-09-06,"20:33:00Z",2016-09-27,"Pt. Reyes National Seashore",488,"",8260680,144455,"Ardea alba","species","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea",2016,9,20,"PORE","Point Reyes","National Seashore",TRUE,"Ardea alba","Bird"
-122.9619026184,38.2055438166,4216261,"Barbara Vance",12630,2016-09-06,"20:38:00Z",2016-09-27,"Pt. Reyes National Seashore",488,"",8260681,117767,"Cervus elaphus nannodes","subspecies","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus",2016,9,20,"PORE","Point Reyes","National Seashore",TRUE,"Cervus elaphus","Mammal"
-122.9588127136,38.2066229367,4216262,"Barbara Vance",12630,2016-09-06,"20:51:00Z",2016-09-27,"Pt. Reyes National Seashore",488,"",8260682,4956,"Ardea herodias","species","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea",2016,9,20,"PORE","Point Reyes","National Seashore",TRUE,"Ardea herodias","Bird"
-122.893280983,38.1332400964,4228953,"Chris Shuck",24154,2015-08-15,"00:21:00Z",2016-09-29,"Heart's Desire Beach, Marin County, CA, USA",89,"",8284823,51491,"Myliobatis californica","species","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Myliobatidae","Myliobatis",2015,8,0,"PORE","Point Reyes","National Seashore",TRUE,"Myliobatis californica","Fish"
-122.849637475,38.0598191167,4231549,"doctara",16404,2016-09-17,"17:30:45Z",2016-09-29,"Point Reyes National Seashore, Marin County, US-CA, US",1674,"",8291697,48858,"Mimulus aurantiacus","species","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus",2016,9,17,"PORE","Point Reyes","National Seashore",TRUE,"Mimulus aurantiacus","Plant"
-122.8574326729,38.041918315,4241423,"lenaz",17131,2016-09-30,"17:16:22Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",8311785,56861,"Symphyotrichum chilense","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Symphyotrichum",2016,9,17,"PORE","Point Reyes","National Seashore",TRUE,"Symphyotrichum chilense","Plant"
-122.8572064453,38.0415349268,4241436,"lenaz",17131,2016-09-30,"17:17:05Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",8311812,1409,"Callipepla californica","species","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla",2016,9,17,"PORE","Point Reyes","National Seashore",TRUE,"Callipepla californica","Bird"
-122.8567675689,38.0406435114,4241439,"lenaz",17131,2016-09-30,"17:18:42Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",10,"",8311817,53414,"Holodiscus discolor","species","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Holodiscus",2016,9,17,"PORE","Point Reyes","National Seashore",TRUE,"Holodiscus discolor","Plant"
-122.8568713368,38.0399077898,4241446,"lenaz",17131,2016-09-30,"17:20:14Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",10,"",8314358,56616,"Ceanothus thyrsiflorus thyrsiflorus","variety","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Ceanothus",2016,9,17,"PORE","Point Reyes","National Seashore",TRUE,"Ceanothus thyrsiflorus","Plant"
-122.8559055739,38.0379766412,4241480,"lenaz",17131,2016-09-30,"17:23:47Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",8311881,53094,"Heracleum maximum","species","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Heracleum",2016,9,17,"PORE","Point Reyes","National Seashore",TRUE,"Heracleum maximum","Plant"
-122.8560133333,38.0378888333,4241574,"lenaz",17131,2016-09-30,"17:25:43Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",NA,"",8314348,61009,"Lathyrus latifolius","species","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lathyrus",2016,9,17,"PORE","Point Reyes","National Seashore",TRUE,"Lathyrus latifolius","Plant"
-122.8560019658,38.0366582936,4241577,"lenaz",17131,2016-09-30,"17:26:48Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",8314344,53143,"Madia sativa","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Madia",2016,9,17,"PORE","Point Reyes","National Seashore",TRUE,"Madia sativa","Plant"
-122.8561343161,38.0365591776,4241582,"lenaz",17131,2016-09-30,"17:27:10Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",8312015,57116,"Mentha pulegium","species","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Mentha",2016,9,17,"PORE","Point Reyes","National Seashore",TRUE,"Mentha pulegium","Plant"
-122.8561457155,38.0365291704,4241585,"lenaz",17131,2016-09-30,"17:27:48Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",8312024,53416,"Lonicera hispidula","species","Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera",2016,9,17,"PORE","Point Reyes","National Seashore",TRUE,"Lonicera hispidula","Plant"
-122.8560234235,38.0352469487,4241591,"lenaz",17131,2016-09-30,"17:29:46Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",10,"",8314329,52854,"Artemisia douglasiana","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia",2016,9,17,"PORE","Point Reyes","National Seashore",TRUE,"Artemisia douglasiana","Plant"
-122.8554133886,38.0314416904,4241612,"lenaz",17131,2016-09-30,"17:36:59Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",8312055,53359,"Baccharis pilularis","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis",2016,9,17,"PORE","Point Reyes","National Seashore",TRUE,"Baccharis pilularis","Plant"
-122.8555904144,38.0311359605,4241630,"lenaz",17131,2016-09-30,"17:37:46Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",10,"",8312078,52833,"Anaphalis margaritacea","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Anaphalis",2016,9,17,"PORE","Point Reyes","National Seashore",TRUE,"Anaphalis margaritacea","Plant"
-122.8558420391,38.0293778144,4241639,"lenaz",17131,2016-09-30,"17:41:06Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",8312103,52989,"Cirsium vulgare","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium",2016,9,17,"PORE","Point Reyes","National Seashore",TRUE,"Cirsium vulgare","Plant"
-122.8558,38.0292695,4241642,"lenaz",17131,2016-09-30,"17:42:37Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",NA,"",8312110,53423,"Frangula californica","species","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Frangula",2016,9,17,"PORE","Point Reyes","National Seashore",TRUE,"Frangula californica","Plant"
-122.8558994551,38.0269837333,4241648,"lenaz",17131,2016-09-30,"17:47:21Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",10,"",8312132,48858,"Mimulus aurantiacus","species","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus",2016,9,17,"PORE","Point Reyes","National Seashore",TRUE,"Mimulus aurantiacus","Plant"
-122.8546835763,38.0238183495,4241650,"lenaz",17131,2016-09-30,"17:51:03Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",8312143,53423,"Frangula californica","species","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Frangula",2016,9,17,"PORE","Point Reyes","National Seashore",TRUE,"Frangula californica","Plant"
-122.8572748416,38.0178038311,4241689,"lenaz",17131,2016-09-30,"18:04:00Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",8312197,53359,"Baccharis pilularis","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis",2016,9,18,"PORE","Point Reyes","National Seashore",TRUE,"Baccharis pilularis","Plant"
-122.8651932256,38.0209731963,4241789,"lenaz",17131,2016-09-30,"18:23:04Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",8312384,78678,"Polygonum aviculare","species","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Polygonum",2016,9,18,"PORE","Point Reyes","National Seashore",TRUE,"Polygonum aviculare","Plant"
-122.8729484432,38.0219610764,4241809,"lenaz",17131,2016-09-30,"18:29:46Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",1307,"",8312449,56026,"Carpobrotus chilensis","species","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Aizoaceae","Carpobrotus",2016,9,18,"PORE","Point Reyes","National Seashore",TRUE,"Carpobrotus chilensis","Plant"
-122.8691872689,38.0219046904,4242046,"lenaz",17131,2016-09-30,"18:43:10Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",656,"",8312926,3454,"Zenaida macroura","species","Animalia","Chordata","Aves","Columbiformes","Columbidae","Zenaida",2016,9,18,"PORE","Point Reyes","National Seashore",TRUE,"Zenaida macroura","Bird"
-122.8727412132,38.0287101958,4242170,"lenaz",17131,2016-09-30,"18:58:46Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",10,"",8313178,51884,"Urtica dioica","species","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Urticaceae","Urtica",2016,9,18,"PORE","Point Reyes","National Seashore",TRUE,"Urtica dioica","Plant"
-122.8715660704,38.0319363485,4242248,"lenaz",17131,2016-09-30,"19:13:40Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",8313295,48685,"Typha latifolia","species","Plantae","Magnoliophyta","Liliopsida","Poales","Typhaceae","Typha",2016,9,19,"PORE","Point Reyes","National Seashore",TRUE,"Typha latifolia","Plant"
-122.871789029,38.0320236041,4242271,"lenaz",17131,2016-09-30,"19:14:21Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",8313324,60951,"Hydrocotyle ranunculoides","species","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Araliaceae","Hydrocotyle",2016,9,19,"PORE","Point Reyes","National Seashore",TRUE,"Hydrocotyle ranunculoides","Plant"
-122.871262394,38.034590059,4242310,"lenaz",17131,2016-09-30,"19:24:44Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",8313407,117767,"Cervus elaphus nannodes","subspecies","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus",2016,9,19,"PORE","Point Reyes","National Seashore",TRUE,"Cervus elaphus","Mammal"
-122.8713681736,38.0345978961,4242317,"lenaz",17131,2016-09-30,"19:25:51Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",8314075,60881,"Lonicera involucrata","species","Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera",2016,9,19,"PORE","Point Reyes","National Seashore",TRUE,"Lonicera involucrata","Plant"
-122.8689157126,38.0380227417,4242343,"lenaz",17131,2016-09-30,"19:44:32Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",10,"",8313492,53357,"Artemisia californica","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia",2016,9,19,"PORE","Point Reyes","National Seashore",TRUE,"Artemisia californica","Plant"
-122.894142,38.027194,4242370,"lenaz",17131,2016-09-30,"20:30:31Z",2016-10-01,"limantour beach",5005,"",8313538,117696,"Dendraster excentricus","species","Animalia","Echinodermata","Echinoidea","Clypeasteroida","Dendrasteridae","Dendraster",2016,9,20,"PORE","Point Reyes","National Seashore",TRUE,"Dendraster excentricus","Invertebrate"
-122.8890158517,38.0260587903,4242373,"lenaz",17131,2016-09-30,"20:30:56Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",8313545,4345,"Larus occidentalis","species","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus",2016,9,20,"PORE","Point Reyes","National Seashore",TRUE,"Larus occidentalis","Bird"
-122.889415892,38.0265159678,4242397,"lenaz",17131,2016-09-30,"20:33:12Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",443,"",8313575,52618,"Abronia latifolia","species","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae","Abronia",2016,9,20,"PORE","Point Reyes","National Seashore",TRUE,"Abronia latifolia","Plant"
-122.87847,38.0248055,4242431,"lenaz",17131,2016-09-30,"21:46:50Z",2016-10-01,"Point Reyes National Seashore, Marin County, US-CA, US",NA,"",8313633,78931,"Salicornia pacifica","species","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Salicornia",2016,9,21,"PORE","Point Reyes","National Seashore",TRUE,"Salicornia pacifica","Plant"
-122.9414750084,38.0740416811,4250048,"Chris Shuck",24154,2015-09-26,"02:16:00Z",2016-10-02,"Point Reyes National Seashore, CA, United States",4247,"",8327802,117767,"Cervus elaphus nannodes","subspecies","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus",2015,9,2,"PORE","Point Reyes","National Seashore",TRUE,"Cervus elaphus","Mammal"
-122.8198871111,38.0176593271,4250651,"Stephen Sikes",10419,2016-10-01,"19:21:58Z",2016-10-02,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",8329707,118084,"Phaeolus schweinitzii","species","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Phaeolus",2016,10,19,"PORE","Point Reyes","National Seashore",TRUE,"Phaeolus schweinitzii","Fungi"
-122.8364629113,38.0526664714,4252457,"Stephen Sikes",10419,2016-10-01,"18:04:52Z",2016-10-06,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",8398154,118051,"Cryptoporus volvatus","species","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Cryptoporus",2016,10,18,"PORE","Point Reyes","National Seashore",TRUE,"Cryptoporus volvatus","Fungi"
-122.8802033333,38.1010695,4254110,"Taylor Ellis",4639,2016-10-01,"17:06:41Z",2016-10-12,"Point Reyes Natl Seashore, Inverness, CA, US",NA,"",8510442,225567,"Neoalcis californiaria","species","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Neoalcis",2016,10,17,"PORE","Point Reyes","National Seashore",TRUE,"Neoalcis californiaria","Invertebrate"
-122.8780666667,38.0392416667,4254705,"Liz",5558,2016-10-02,"17:30:03Z",2016-10-03,"Point Reyes Natl Seashore, Inverness, CA, US",NA,"",8346715,28398,"Thamnophis elegans","species","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis",2016,10,17,"PORE","Point Reyes","National Seashore",TRUE,"Thamnophis elegans","Herp"
-122.8595283333,38.055825,4254713,"Liz",5558,2016-10-02,"16:09:24Z",2016-10-05,"Point Reyes Natl Seashore, Inverness, CA, US",NA,"",8381166,48858,"Mimulus aurantiacus","species","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus",2016,10,16,"PORE","Point Reyes","National Seashore",TRUE,"Mimulus aurantiacus","Plant"
-122.85955,38.0558361667,4254716,"Liz",5558,2016-10-02,"16:09:13Z",2016-10-02,"Point Reyes Natl Seashore, Inverness, CA, US",NA,"",8337801,56861,"Symphyotrichum chilense","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Symphyotrichum",2016,10,16,"PORE","Point Reyes","National Seashore",TRUE,"Symphyotrichum chilense","Plant"
-122.8595716667,38.0558388333,4254728,"Liz",5558,2016-10-02,"16:08:58Z",2016-10-02,"Point Reyes Natl Seashore, Inverness, CA, US",NA,"",8337811,53423,"Frangula californica","species","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Frangula",2016,10,16,"PORE","Point Reyes","National Seashore",TRUE,"Frangula californica","Plant"
-122.8126110324,37.9871510854,4256450,"kendalloei",7869,2016-10-01,"20:37:48Z",2016-10-02,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",8340616,9176,"Zonotrichia leucophrys","species","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia",2016,10,20,"PORE","Point Reyes","National Seashore",TRUE,"Zonotrichia leucophrys","Bird"
-122.8571415694,38.0432395963,4258053,"doctara",16404,2016-09-17,"18:22:53Z",2016-10-03,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",8344013,77114,"Euphorbia lathyris","species","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia",2016,9,18,"PORE","Point Reyes","National Seashore",TRUE,"Euphorbia lathyris","Plant"
-122.8573849798,38.0418915348,4258056,"doctara",16404,2016-09-17,"18:30:45Z",2016-10-03,"Point Reyes National Seashore, Marin County, US-CA, US",10,"",8344016,56861,"Symphyotrichum chilense","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Symphyotrichum",2016,9,18,"PORE","Point Reyes","National Seashore",TRUE,"Symphyotrichum chilense","Plant"
-122.8557622434,38.0370200565,4258063,"doctara",16404,2016-09-17,"18:43:23Z",2016-10-03,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",8344029,61009,"Lathyrus latifolius","species","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lathyrus",2016,9,18,"PORE","Point Reyes","National Seashore",TRUE,"Lathyrus latifolius","Plant"
-122.8554990516,38.0283143605,4258072,"doctara",16404,2016-09-17,"19:01:48Z",2016-10-03,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",8344056,52830,"Anagallis arvensis","species","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Myrsinaceae","Anagallis",2016,9,19,"PORE","Point Reyes","National Seashore",TRUE,"Anagallis arvensis","Plant"
-122.913709,38.074447,4274579,"djrawlinson",20927,2013-05-03,"21:44:00Z",NA,"Estero Trail, near Home Ranch Road, Marin Co., CA.",208,"",NA,59675,"Pyrrharctia isabella","species","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pyrrharctia",2013,5,21,"PORE","Point Reyes","National Seashore",TRUE,"Pyrrharctia isabella","Invertebrate"
-122.79938038,38.04077068,4277561,"rfossil",25189,2016-10-05,"17:10:14Z",2016-10-05,"1 Bear Valley Visitor Center Access Road Point Reyes Station, CA 94956",9,"",8388617,47850,"Quercus agrifolia","species","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Quercus",2016,10,17,"PORE","Point Reyes","National Seashore",TRUE,"Quercus agrifolia","Plant"
-122.80105899,38.039844,4277686,"rfossil",25189,2016-10-05,"17:22:16Z",2016-10-05,"Morgan Trail Point Reyes Station, CA 94956",8,"",8388773,53359,"Baccharis pilularis","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis",2016,10,17,"PORE","Point Reyes","National Seashore",TRUE,"Baccharis pilularis","Plant"
-122.9617791146,38.0257178788,4277825,"Jasmine",285,2016-09-17,"20:22:26Z",NA,"Point Reyes National Seashore, , CA, US",1279,"",NA,127153,"Chondracanthus exasperatus","species","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Gigartinaceae","Chondracanthus",2016,9,20,"PORE","Point Reyes","National Seashore",TRUE,"Chondracanthus exasperatus","Plant"
-122.872209549,38.0857296444,4279241,"kalibardo",17154,2016-10-04,"",2016-10-05,"Mt. Vision Rd., Marin County, CA, USA",66,"",8392159,348829,"Boletus edulis grandedulis","variety","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Boletus",2016,10,NA,"PORE","Point Reyes","National Seashore",TRUE,"Boletus edulis","Fungi"
-122.80127272,38.03889221,4283509,"rfossil",25189,2016-10-05,"17:28:43Z",2016-10-06,"Point Reyes National Seashore, Marin County, US-CA, US",25,"",8404793,47850,"Quercus agrifolia","species","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Quercus",2016,10,17,"PORE","Point Reyes","National Seashore",TRUE,"Quercus agrifolia","Plant"
-122.80093852,38.03869937,4283511,"rfossil",25189,2016-10-05,"17:35:39Z",2016-10-06,"Woodpecker Nature Trail Point Reyes Station, CA 94956",10,"",8404796,47850,"Quercus agrifolia","species","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Quercus",2016,10,17,"PORE","Point Reyes","National Seashore",TRUE,"Quercus agrifolia","Plant"
-122.80164092,38.0374152,4283512,"rfossil",25189,2016-10-05,"17:51:41Z",2016-10-06,"Woodpecker Nature Trail Point Reyes Station, CA 94956",7,"",8404797,47850,"Quercus agrifolia","species","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Quercus",2016,10,17,"PORE","Point Reyes","National Seashore",TRUE,"Quercus agrifolia","Plant"
-122.80307591,38.03733006,4283514,"rfossil",25189,2016-10-05,"17:58:43Z",2016-10-06,"Mount Wittenberg Trail Point Reyes Station, CA 94956",11,"",8404800,53348,"Aesculus californica","species","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus",2016,10,17,"PORE","Point Reyes","National Seashore",TRUE,"Aesculus californica","Plant"
-122.8021021,38.0403002,4283515,"rfossil",25189,2016-10-05,"18:25:40Z",2016-10-06,"Morgan Trail Point Reyes Station, CA 94956",27,"",8404801,53416,"Lonicera hispidula","species","Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera",2016,10,18,"PORE","Point Reyes","National Seashore",TRUE,"Lonicera hispidula","Plant"
-122.80271691,38.03940649,4283516,"rfossil",25189,2016-10-05,"18:28:55Z",2016-10-06,"Woodpecker Nature Trail Point Reyes Station, CA 94956",9,"",8404802,57824,"Sambucus racemosa","species","Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Adoxaceae","Sambucus",2016,10,18,"PORE","Point Reyes","National Seashore",TRUE,"Sambucus racemosa","Plant"
-122.9293727875,38.0910832901,4302968,"Chris Shuck",24154,2015-09-26,"02:42:00Z",2016-10-09,"Point Reyes, Marin County, CA, USA",85,"",8449637,47188,"Pachygrapsus crassipes","species","Animalia","Arthropoda","Malacostraca","Decapoda","Grapsidae","Pachygrapsus",2015,9,2,"PORE","Point Reyes","National Seashore",TRUE,"Pachygrapsus crassipes","Invertebrate"
-122.8816383333,38.1170083333,4306487,"ericrodenbeck",2813,2016-09-18,"18:21:08Z",2016-10-16,"Tomales Bay State Park, Point Reyes National Seashore, Marin County, US-CA, US",NA,"",8571085,67357,"Amanita pachycolea","species","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita",2016,9,18,"PORE","Point Reyes","National Seashore",TRUE,"Amanita pachycolea","Fungi"
-122.8142358643,38.0543819117,4312222,"lenaz",17131,2016-10-08,"20:33:52Z",2016-10-10,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",8473564,32064,"Elgaria coerulea","species","Animalia","Chordata","Reptilia","Squamata","Anguidae","Elgaria",2016,10,20,"PORE","Point Reyes","National Seashore",TRUE,"Elgaria coerulea","Herp"
-122.947265133,38.0959043144,4314690,"wyattherp",9664,2016-10-08,"00:14:00Z",2016-10-10,"Marin County, CA, USA",2,"",8478974,4756,"Cathartes aura","species","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes",2016,10,0,"PORE","Point Reyes","National Seashore",TRUE,"Cathartes aura","Bird"
-122.988150715,38.0173113453,4314691,"wyattherp",9664,2016-10-08,"21:55:00Z",2016-10-10,"Marin County, CA, USA",15,"",8478975,20044,"Bubo virginianus","species","Animalia","Chordata","Aves","Strigiformes","Strigidae","Bubo",2016,10,21,"PORE","Point Reyes","National Seashore",TRUE,"Bubo virginianus","Bird"
-122.959848046,38.0269718498,4314692,"wyattherp",9664,2016-10-08,"22:49:00Z",2016-10-10,"Marin County, CA, USA",15,"",8478977,3954,"Limosa fedoa","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Limosa",2016,10,22,"PORE","Point Reyes","National Seashore",TRUE,"Limosa fedoa","Bird"
-122.995727956,38.0000633056,4314693,"wyattherp",9664,2016-10-08,"21:17:00Z",2016-10-10,"Marin County, CA, USA",8,"",8478976,17660,"Picoides pubescens","species","Animalia","Chordata","Aves","Piciformes","Picidae","Picoides",2016,10,21,"PORE","Point Reyes","National Seashore",TRUE,"Picoides pubescens","Bird"
-122.983159795,37.998576209,4314694,"wyattherp",9664,2016-10-08,"19:46:00Z",2016-10-11,"Marin County, CA, USA",2,"",8481969,41728,"Mirounga angustirostris","species","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga",2016,10,19,"PORE","Point Reyes","National Seashore",TRUE,"Mirounga angustirostris","Mammal"
-122.960159182,38.0272676455,4314695,"wyattherp",9664,2016-10-08,"22:47:00Z",2016-10-10,"Marin County, CA, USA",15,"",8478979,4353,"Larus heermanni","species","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus",2016,10,22,"PORE","Point Reyes","National Seashore",TRUE,"Larus heermanni","Bird"
-122.947424054,38.0955813724,4314696,"wyattherp",9664,2016-10-08,"23:55:00Z",2016-10-10,"Marin County, CA, USA",15,"",8478980,16787,"Tyrannus melancholicus","species","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Tyrannus",2016,10,23,"PORE","Point Reyes","National Seashore",TRUE,"Tyrannus melancholicus","Bird"
-123.017736822,37.9971069077,4314698,"wyattherp",9664,2016-10-08,"17:23:00Z",2016-10-10,"Marin County, CA, USA",4,"",8478983,64288,"Polypodium scouleri","species","Plantae","Pteridophyta","Filicopsida","Polypodiales","Polypodiaceae","Polypodium",2016,10,17,"PORE","Point Reyes","National Seashore",TRUE,"Polypodium scouleri","Plant"
-123.020268157,37.9965756114,4314699,"wyattherp",9664,2016-10-08,"16:31:00Z",2016-10-10,"Marin County, CA, USA",2,"",8478982,9156,"Passerella iliaca","species","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Passerella",2016,10,16,"PORE","Point Reyes","National Seashore",TRUE,"Passerella iliaca","Bird"
-123.019305244,37.9966178856,4314700,"wyattherp",9664,2016-10-08,"17:10:00Z",2016-10-10,"Marin County, CA, USA",2,"",8478984,42221,"Odocoileus hemionus columbianus","subspecies","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus",2016,10,17,"PORE","Point Reyes","National Seashore",TRUE,"Odocoileus hemionus","Mammal"
